licencia_id,origen,municipio,direccion_consultada,lat,lon,etiqueta_icgc,geocodificado,en_ciudad,municipio_poligono,municipio_coincide
HB-001276,hotel_at,Barcelona,"Carrer Calella 1, Barcelona",41.38148514,2.17856331,,True,True,Barcelona,True
HB-001216,hotel_at,Barcelona,"Carrer Guàrdia 13, Barcelona",41.37777199,2.17415488,,True,True,Barcelona,True
HB-004250,hotel_at,Barcelona,"Gran Via de les Corts Catalanes 660, Barcelona",41.39111277,2.17096072,,True,True,Barcelona,True
HB-001206,hotel_at,Barcelona,"Plaça Reial 2, Barcelona",41.38010135,2.17477304,,True,True,Barcelona,True
HB-001199,hotel_at,Barcelona,"Carrer Petritxol 12, Barcelona",41.38288232,2.17289696,,True,True,Barcelona,True
HB-001187,hotel_at,Barcelona,"Carrer Girona 35, Barcelona",41.39251473,2.17400032,,True,True,Barcelona,True
HB-004307,hotel_at,Barcelona,"Carrer Francisco Giner 5, Barcelona",41.39847748,2.1598078,,True,True,Barcelona,True
HB-004312,hotel_at,Barcelona,"Avinguda Paral.lel 15, Barcelona",41.37448067,2.17473487,,True,True,Barcelona,True
HB-004316,hotel_at,Barcelona,"Rambla Catalunya 103, Barcelona",41.39332113,2.16010362,,True,True,Barcelona,True
HB-001137,hotel_at,Barcelona,"Carrer Rambla 133, Barcelona",41.37321597,2.16832506,,True,True,Barcelona,True
HB-001135,hotel_at,Barcelona,"Carrer Sant Pere més Alt 61, Barcelona",41.38917081,2.17803777,,True,True,Barcelona,True
HB-001131,hotel_at,Barcelona,"Carrer Avinyó 58, Barcelona",41.38019022,2.17929159,,True,True,Barcelona,True
HB-001130,hotel_at,Barcelona,"Carrer Hospital 93, Barcelona",41.38016898,2.16957164,,True,True,Barcelona,True
HB-000975,hotel_at,Barcelona,"Carrer Ferran 31, Barcelona",41.38142014,2.17545488,,True,True,Barcelona,True
HB-000957,hotel_at,Barcelona,"Carrer d'en Fontrodona 1, Barcelona",41.37469466,2.16781434,,True,True,Barcelona,True
HB-004344,hotel_at,Barcelona,"Ronda Universitat 11, Barcelona",41.38644605,2.16561028,,True,True,Barcelona,True
HB-000952,hotel_at,Barcelona,"Carrer Girona 24, Barcelona",41.39190984,2.17517259,,True,True,Barcelona,True
HB-001747,hotel_at,Barcelona,"Carrer Rambla 86, Barcelona",41.37604423,2.1710122,,True,True,Barcelona,True
HB-001748,hotel_at,Barcelona,"Carrer Rambla 25, Barcelona",41.37809151,2.17330758,,True,True,Barcelona,True
HB-004128,hotel_at,Barcelona,"Carrer rambla 100, Barcelona",41.37560091,2.17055571,,True,True,Barcelona,True
HB-004192,hotel_at,Barcelona,"Carrer Balmes 83, Barcelona",41.39099101,2.16022488,,True,True,Barcelona,True
HUTB-006847,vut,Barcelona,"Carrer Blai 28, Barcelona",41.37382353,2.16429062,,True,True,Barcelona,True
HB-002211,hotel_at,Barcelona,"Carrer Ramelleres 27, Barcelona",41.38473225,2.16814766,,True,True,Barcelona,True
HB-002161,hotel_at,Barcelona,"Carrer del Carme 116, Barcelona",41.37976358,2.16625073,,True,True,Barcelona,True
HB-002151,hotel_at,Barcelona,"Carrer de Santa Anna 23, Barcelona",41.38542036,2.17156569,,True,True,Barcelona,True
HB-004144,hotel_at,Barcelona,"Carrer Taulat 30, Barcelona",41.39830854,2.20438128,,True,True,Barcelona,True
HB-004150,hotel_at,Barcelona,"Avinguda de Roma 1, Barcelona",41.38101786,2.14378351,,True,True,Barcelona,True
HB-004152,hotel_at,Barcelona,"Carrer de Balmes 83, Barcelona",41.39099101,2.16022488,,True,True,Barcelona,True
HB-002108,hotel_at,Barcelona,"Carrer Comtessa de Sobradiel 1, Barcelona",41.38075666,2.17804835,,True,True,Barcelona,True
HB-002097,hotel_at,Barcelona,"Carrer de la Portaferrissa 11, Barcelona",41.38346329,2.17267617,,True,True,Barcelona,True
HB-004171,hotel_at,Barcelona,"Carrer Breda 3, Barcelona",41.38602616,2.14062138,,True,True,Barcelona,True
HB-002044,hotel_at,Barcelona,"Carrer Girona 4, Barcelona",41.39090744,2.17649293,,True,True,Barcelona,True
HB-002040,hotel_at,Barcelona,"Carrer Mallorca 329, Barcelona",41.3982317,2.16820769,,True,True,Barcelona,True
HB-002004,hotel_at,Barcelona,"Carrer Tallers 9, Barcelona",41.38468756,2.16972063,,True,True,Barcelona,True
HB-004191,hotel_at,Barcelona,"Carrer Torre den Damians 11, Barcelona",41.37603894,2.14402622,,True,True,Barcelona,True
HB-004193,hotel_at,Barcelona,"Carrer Balmes 60, Barcelona",41.38960627,2.16243068,,True,True,Barcelona,True
HB-004245,hotel_at,Barcelona,"Carrer Consell de Cent 30, Barcelona",41.37633001,2.14558182,,True,True,Barcelona,True
HB-004196,hotel_at,Barcelona,"Rambla Catalunya 102, Barcelona",41.39391108,2.15983193,,True,True,Barcelona,True
HB-004198,hotel_at,Barcelona,"Carrer de Casanova 72, Barcelona",41.38550145,2.15883,,True,True,Barcelona,True
HB-001951,hotel_at,Barcelona,"Carrer Tallers 82, Barcelona",41.38526097,2.16431198,,True,True,Barcelona,True
HB-001931,hotel_at,Barcelona,"Passeig Isabel II 10, Barcelona",41.38193324,2.18303623,,True,True,Barcelona,True
HB-004206,hotel_at,Barcelona,"Carrer Balmes 55, Barcelona",41.38949575,2.1622051,,True,True,Barcelona,True
HB-001883,hotel_at,Barcelona,"Carrer Lafont 1, Barcelona",41.37380146,2.16942541,,True,True,Barcelona,True
HB-001862,hotel_at,Barcelona,"Carrer Rambla 79, Barcelona",41.37642196,2.17157676,,True,True,Barcelona,True
HB-004222,hotel_at,Barcelona,"Carrer de Muntaner 175, Barcelona",41.39187227,2.15227872,,True,True,Barcelona,True
HB-001847,hotel_at,Barcelona,"Carrer Sant Domènec del Call 3, Barcelona",41.39960836,2.15608949,,True,True,Barcelona,True
HB-004225,hotel_at,Barcelona,"Carrer Bailèn 47, Barcelona",41.39424719,2.17396557,,True,True,Barcelona,True
HB-001821,hotel_at,Barcelona,"Plaça Reial 10, Barcelona",41.38022221,2.17559994,,True,True,Barcelona,True
HB-004232,hotel_at,Barcelona,"Carrer Hospital 149, Barcelona",41.37946319,2.16664817,,True,True,Barcelona,True
HB-001755,hotel_at,Barcelona,"Avinguda Marquès de l'Argentera 19, Barcelona",41.38499288,2.18503212,,True,True,Barcelona,True
HB-004241,hotel_at,Barcelona,"Carrer Bruc 13, Barcelona",41.39022887,2.1747675,,True,True,Barcelona,True
HB-004709,hotel_at,Barcelona,"Passatge Flaugier 31, Barcelona",41.41535161,2.1770461,,True,True,Barcelona,True
HB-004574,hotel_at,Barcelona,"Avinguda Diagonal 578, Barcelona",41.3939136,2.14818791,,True,True,Barcelona,True
HB-004714,hotel_at,Barcelona,"Rambla Catalunya 1, Barcelona",41.38751781,2.16804398,,True,True,Barcelona,True
HB-004910,hotel_at,Barcelona,"Ronda Universitat 1, Barcelona",41.38617162,2.16488015,,True,True,Barcelona,True
ATB-000089,hotel_at,Barcelona,"Carrer Sicilia, 276-280 276, Barcelona",41.40086452,2.17460967,,True,True,Barcelona,True
HUTB-012936,vut,Barcelona,"Avinguda Icària 144, Barcelona",41.3902653,2.19624578,,True,True,Barcelona,True
HB-005108,hotel_at,Barcelona,"Passeig Maragall 103, Barcelona",41.418718,2.18036479,,True,True,Barcelona,True
HB-005102,hotel_at,Barcelona,"Carrer SEGLE XX 3, Barcelona",41.4223276,2.17843103,,True,True,Barcelona,True
HUTB-004301,vut,Barcelona,"Carrer Diputació 354, Barcelona",41.39696613,2.17598684,,True,True,Barcelona,True
HUTB-005486,vut,Barcelona,"Carrer CONSELL DE CENT 322, Barcelona",41.39206317,2.16717488,,True,True,Barcelona,True
HUTB-011729,vut,Barcelona,"Carrer MALLORCA 20, Barcelona",41.37894755,2.14298532,,True,True,Barcelona,True
HUTB-004228,vut,Barcelona,"Carrer Casanova 93, Barcelona",41.38688881,2.15661792,,True,True,Barcelona,True
ATB-000005,hotel_at,Barcelona,"Carrer Breton de los Herreros 26, Barcelona",41.40207972,2.15116101,,True,True,Barcelona,True
ATB-000276,hotel_at,Barcelona,"Carrer de Monturiol 23, Barcelona",41.41002109,2.19243613,,True,True,Barcelona,True
HUTB-005621,vut,Barcelona,"Carrer Elkano 54, Barcelona",41.3735364,2.16227315,,True,True,Barcelona,True
HB-005060,hotel_at,Barcelona,"Carrer d Aragó 257, Barcelona",41.3916616,2.16393879,,True,True,Barcelona,True
HB-005059,hotel_at,Barcelona,"Carrer dels Alts Forns 40, Barcelona",41.35756502,2.13842119,,True,True,Barcelona,True
HB-005036,hotel_at,Barcelona,"Carrer del Perú 102, Barcelona",41.40887546,2.19690833,,True,True,Barcelona,True
HB-005030,hotel_at,Barcelona,"Carrer de Lincoln 13, Barcelona",41.40035156,2.15007493,,True,True,Barcelona,True
HB-005002,hotel_at,Barcelona,"Carrer MALLORCA 661, Barcelona",41.41440273,2.18977662,,True,True,Barcelona,True
HB-004996,hotel_at,Barcelona,"Carrer de Nicaragua 5, Barcelona",41.38153869,2.14337256,,True,True,Barcelona,True
HB-004964,hotel_at,Barcelona,"Carrer Besalú 82, Barcelona",41.41579721,2.18521576,,True,True,Barcelona,True
HB-004954,hotel_at,Barcelona,"Avinguda Diagonal 369, Barcelona",41.39704751,2.16252283,,True,True,Barcelona,True
HB-004939,hotel_at,Barcelona,"Carrer Major de Sarrià 95, Barcelona",41.39953978,2.12170843,,True,True,Barcelona,True
HB-000005,hotel_at,Barcelona,"Carrer Vila i Vilà 79, Barcelona",41.3741977,2.16847754,,True,True,Barcelona,True
HB-000006,hotel_at,Barcelona,"Carrer Laforja 82, Barcelona",41.39730878,2.14663789,,True,True,Barcelona,True
HB-000019,hotel_at,Barcelona,"Carrer Cardenal Casañas 4, Barcelona",41.38151775,2.17345019,,True,True,Barcelona,True
HB-000033,hotel_at,Barcelona,"Carrer Sant Pau 20, Barcelona",41.38023634,2.17288382,,True,True,Barcelona,True
HB-000036,hotel_at,Barcelona,"Plaça Sant Josep Oriol 1, Barcelona",41.38250273,2.17396256,,True,True,Barcelona,True
HB-000043,hotel_at,Barcelona,"Carrer Rambla 124, Barcelona",41.37394283,2.16883799,,True,True,Barcelona,True
HB-004917,hotel_at,Barcelona,"Carrer Gran de Gràcia 26, Barcelona",41.39857212,2.15710942,,True,True,Barcelona,True
ATB-000088,hotel_at,Barcelona,"Carrer Antic de Bofarull 11, Barcelona",41.41074115,2.18615951,,True,True,Barcelona,True
ATB-000086,hotel_at,Barcelona,"Carrer Casp 35, Barcelona",41.39122438,2.17300359,,True,True,Barcelona,True
ATB-000083,hotel_at,Barcelona,"Carrer Torns 3, Barcelona",41.37402238,2.12480175,,True,True,Barcelona,True
HUTB-011285,vut,Barcelona,"Carrer Diputació 354, Barcelona",41.39696613,2.17598684,,True,True,Barcelona,True
HUTB-011276,vut,Barcelona,"Carrer Diputació 354, Barcelona",41.39696613,2.17598684,,True,True,Barcelona,True
HUTB-011277,vut,Barcelona,"Carrer DIPUTACIO 354, Barcelona",41.39696613,2.17598684,,True,True,Barcelona,True
ATB-000009,hotel_at,Barcelona,"Via Augusta 167, Barcelona",41.39846605,2.14267689,,True,True,Barcelona,True
HUTB-011278,vut,Barcelona,"Carrer Diputació 354, Barcelona",41.39696613,2.17598684,,True,True,Barcelona,True
HUTB-011274,vut,Barcelona,"Carrer Diputació 354, Barcelona",41.39696613,2.17598684,,True,True,Barcelona,True
ATB-000003,hotel_at,Barcelona,"Passatge Gutenberg 7, Barcelona",41.37690275,2.17469336,,True,True,Barcelona,True
HUTB-011279,vut,Barcelona,"Carrer Diputació 354, Barcelona",41.39696613,2.17598684,,True,True,Barcelona,True
HUTB-011280,vut,Barcelona,"Carrer DIPUTACIO 354, Barcelona",41.39696613,2.17598684,,True,True,Barcelona,True
HUTB-011281,vut,Barcelona,"Carrer Diputació 354, Barcelona",41.39696613,2.17598684,,True,True,Barcelona,True
ATB-000001,hotel_at,Barcelona,"Carrer Calabria 129, Barcelona",41.38093723,2.15320424,,True,True,Barcelona,True
HUTB-011283,vut,Barcelona,"Carrer Diputació 354, Barcelona",41.39696613,2.17598684,,True,True,Barcelona,True
HUTB-011284,vut,Barcelona,"Carrer Diputació 354, Barcelona",41.39696613,2.17598684,,True,True,Barcelona,True
HUTB-011286,vut,Barcelona,"Carrer Diputació 354, Barcelona",41.39696613,2.17598684,,True,True,Barcelona,True
HUTB-011672,vut,Barcelona,"Carrer VERDI 111, Barcelona",41.40605767,2.1544956,,True,True,Barcelona,True
HUTB-011287,vut,Barcelona,"Carrer Diputació 354, Barcelona",41.39696613,2.17598684,,True,True,Barcelona,True
HUTB-011288,vut,Barcelona,"Carrer Diputació 354, Barcelona",41.39696613,2.17598684,,True,True,Barcelona,True
HUTB-011289,vut,Barcelona,"Carrer Diputació 354, Barcelona",41.39696613,2.17598684,,True,True,Barcelona,True
HUTB-011292,vut,Barcelona,"Carrer Diputació 354, Barcelona",41.39696613,2.17598684,,True,True,Barcelona,True
HUTB-011294,vut,Barcelona,"Carrer Diputació 354, Barcelona",41.39696613,2.17598684,,True,True,Barcelona,True
HUTB-010914,vut,Barcelona,"Carrer Capità Arenas 59, Barcelona",41.39378568,2.1245737,,True,True,Barcelona,True
HB-004715,hotel_at,Barcelona,"Carrer Diputació 327, Barcelona",41.39385457,2.1714582,,True,True,Barcelona,True
HUTB-011466,vut,Barcelona,"Passeig Garcia Faria 21, Barcelona",41.40092548,2.20998095,,True,True,Barcelona,True
ATB-000042,hotel_at,Barcelona,"Carrer la Rambla 34, Barcelona",41.37886667,2.17584125,,True,True,Barcelona,True
ATB-000044,hotel_at,Barcelona,"Carrer Descartes 4, Barcelona",41.40038137,2.14306326,,True,True,Barcelona,True
ATB-000049,hotel_at,Barcelona,"Passatge Vilaret 13, Barcelona",41.40611736,2.18017454,,True,True,Barcelona,True
ATB-000062,hotel_at,Barcelona,"Carrer Jericó 20, Barcelona",41.42139829,2.13865956,,True,True,Barcelona,True
HB-004913,hotel_at,Barcelona,"Carrer Diputació 453, Barcelona",41.40044409,2.18027427,,True,True,Barcelona,True
HUTB-011275,vut,Barcelona,"Carrer Diputació 354, Barcelona",41.39696613,2.17598684,,True,True,Barcelona,True
HB-000050,hotel_at,Barcelona,"Carrer Escudellers 15, Barcelona",41.37936108,2.17607158,,True,True,Barcelona,True
HB-004747,hotel_at,Barcelona,"Carrer Montserrat 13, Barcelona",41.37715017,2.17507056,,True,True,Barcelona,True
HB-000157,hotel_at,Barcelona,"Passeig Gràcia 32, Barcelona",41.39081934,2.16709172,,True,True,Barcelona,True
HUTB-002563,vut,Barcelona,"Disseminat Palau 3, Barcelona",41.38348717,2.18352219,,True,True,Barcelona,True
HB-004844,hotel_at,Barcelona,"Carrer DEL PI 5, Barcelona",41.38313715,2.1739156,,True,True,Barcelona,True
HUTB-001217,vut,Barcelona,"Carrer Trafalgar 38, Barcelona",41.38935659,2.17657979,,True,True,Barcelona,True
HB-000097,hotel_at,Barcelona,"Carrer Tallers 45, Barcelona",41.38479637,2.16797334,,True,True,Barcelona,True
HB-000094,hotel_at,Barcelona,"Carrer Boqueria 18, Barcelona",41.38152139,2.1744338,,True,True,Barcelona,True
HB-004766,hotel_at,Barcelona,"Carrer Poeta Cabanyes 18, Barcelona",41.37415368,2.16553563,,True,True,Barcelona,True
HB-000090,hotel_at,Barcelona,"Plaça Ramon Berenguer el Gran 2, Barcelona",41.38460127,2.17744791,,True,True,Barcelona,True
HB-004758,hotel_at,Barcelona,"Carrer Chapí 83, Barcelona",41.432536,2.1585679,,True,True,Barcelona,True
HB-004753,hotel_at,Barcelona,"Plaça de Ramon Berenguer el Gran 2, Barcelona",41.38460127,2.17744791,,True,True,Barcelona,True
HB-000089,hotel_at,Barcelona,"Carrer Baixada de Sant Miquel 2, Barcelona",41.38134104,2.1765847,,True,True,Barcelona,True
HB-004867,hotel_at,Barcelona,"Carrer de Casp 22, Barcelona",41.38932106,2.17083587,,True,True,Barcelona,True
HB-004859,hotel_at,Barcelona,"Ronda de Sant Antoni 61, Barcelona",41.38465103,2.16371175,,True,True,Barcelona,True
HB-000087,hotel_at,Barcelona,"Via Laietana 71, Barcelona",41.38827082,2.17284373,,True,True,Barcelona,True
HB-000081,hotel_at,Barcelona,"Carrer Boqueria 21, Barcelona",41.38149616,2.17407083,,True,True,Barcelona,True
HB-004741,hotel_at,Barcelona,"Carrer de Malgrat 40, Barcelona",41.42826978,2.17990496,,True,True,Barcelona,True
HB-004722,hotel_at,Barcelona,"Carrer Roger de Lluria 125, Barcelona",41.3969604,2.16359769,,True,True,Barcelona,True
HB-004740,hotel_at,Barcelona,"Carrer Calàbria 128, Barcelona",41.3810616,2.1534093,,True,True,Barcelona,True
HUTB-056994,vut,Vilanova i la Geltrú,"Carrer Pàdua 23, Vilanova i la Geltrú",41.22611416,1.72670513,,True,False,Vilanova i la Geltrú,True
HUTB-059405,vut,Sant Pol de Mar,"Avinguda Doctor Furest 20, Sant Pol de Mar",41.60171029,2.62709068,,True,False,Sant Pol de Mar,True
HUTB-059396,vut,Olivella,"Carrer del Tudó 32, Olivella",41.32083501,1.7691007,,True,False,Olivella,True
HUTB-057139,vut,Alella,"Via Gandesa 16, Alella",41.48880205,2.29200222,,True,False,Alella,True
HUTB-056661,vut,Sant Pere de Ribes,"Avinguda Mas d'en Serra 73, Sant Pere de Ribes",41.22910923,1.75249696,,True,False,Sant Pere de Ribes,True
HUTB-056648,vut,Sant Pere de Ribes,"Avinguda Montblanc 90, Sant Pere de Ribes",41.27814223,1.80049617,,True,False,Sant Pere de Ribes,True
HUTB-056993,vut,Vilanova i la Geltrú,"Rambla de la Pau 91, Vilanova i la Geltrú",41.21702493,1.72892207,,True,False,Vilanova i la Geltrú,True
HUTB-057167,vut,Cabrils,"Carrer BELLESGUARD 6, Cabrils",41.52618765,2.36070297,,True,False,Cabrils,True
HUTB-056659,vut,Sant Pere de Ribes,"Carrer Ginesta 16, Sant Pere de Ribes",41.28306991,1.8051012,,True,False,Sant Pere de Ribes,True
HUTB-059933,vut,Vilassar de Mar,"Carrer de Picasso 23, Vilassar de Mar",41.50486558,2.38952727,,True,False,Vilassar de Mar,True
HUTB-056640,vut,Sant Pere de Ribes,"Avinguda Santiago Rusiñol 29, Sant Pere de Ribes",41.25900962,1.80609017,,True,False,Sant Pere de Ribes,True
HUTB-059387,vut,Sant Pol de Mar,"Carrer Nou 1, Sant Pol de Mar",41.60147825,2.62312731,,True,False,Sant Pol de Mar,True
HUTB-057168,vut,Llinars del Vallès,"Disseminat Can Llobera 53, Llinars del Vallès",41.64565742,2.41442646,,True,False,Llinars del Vallès,True
HUTB-056644,vut,Sant Pere de Ribes,"Avinguda Santiago Rusiñol 3, Sant Pere de Ribes",41.25842083,1.80299416,,True,False,Sant Pere de Ribes,True
HUTB-059386,vut,Sant Pol de Mar,"Avinguda Maresme 13, Sant Pol de Mar",41.58467718,2.57421751,,True,False,Canet de Mar,False
HUTB-056660,vut,Sant Pere de Ribes,"Carrer Garona 5, Sant Pere de Ribes",41.23875058,1.76413408,,True,False,Sant Pere de Ribes,True
HUTB-056639,vut,Sant Pere de Ribes,"Ronda Europa 29, Sant Pere de Ribes",41.23506914,1.78380165,,True,False,Sant Pere de Ribes,True
HUTB-059419,vut,Fogars de la Selva,"Carrer Tarragona 12, Fogars de la Selva",41.73599356,2.65937579,,True,False,Fogars de la Selva,True
HUTB-056984,vut,Cubelles,"Carrer Miguel de Cervantes 4, Cubelles",41.20514826,1.67144399,,True,False,Cubelles,True
HUTB-056981,vut,Cubelles,"Avinguda Catalunya 2, Cubelles",41.20684342,1.67169872,,True,False,Cubelles,True
HUTB-056662,vut,Sant Pere de Ribes,"Carrer Portugal 3, Sant Pere de Ribes",41.2353127,1.78008932,,True,False,Sant Pere de Ribes,True
HUTB-059451,vut,Sant Pere de Ribes,"Carrer Blaumar 30, Sant Pere de Ribes",41.22396081,1.7528987,,True,False,Sant Pere de Ribes,True
HUTB-059449,vut,Sant Pere de Ribes,"Carrer de Blaumar 11, Sant Pere de Ribes",41.22135989,1.75006383,,True,False,Sant Pere de Ribes,True
HUTB-056982,vut,Cubelles,"Avinguda Onze de Setembre 109, Cubelles",41.2004183,1.66053126,,True,False,Cubelles,True
HUTB-056983,vut,Cubelles,"Carrer Gallifa 21, Cubelles",41.21010836,1.67430551,,True,False,Cubelles,True
HUTB-059445,vut,Sant Pere de Ribes,"Carrer Baluard 2, Sant Pere de Ribes",41.22345143,1.75554884,,True,False,Sant Pere de Ribes,True
HUTB-059434,vut,Sant Pere de Ribes,"Carrer Blaumar 4, Sant Pere de Ribes",41.22112729,1.75151113,,True,False,Sant Pere de Ribes,True
HUTB-056992,vut,Vilanova i la Geltrú,"Avinguda CUBELLES 58, Vilanova i la Geltrú",41.2199823,1.71885756,,True,False,Vilanova i la Geltrú,True
HUTB-056985,vut,Cubelles,"Avinguda Onze de Setembre 172, Cubelles",41.19703375,1.64521675,,True,False,Cubelles,True
HUTB-056986,vut,Cubelles,"Passeig Mar Mediterrània 100, Cubelles",41.19744519,1.65895774,,True,False,Cubelles,True
HUTB-056990,vut,Vilanova i la Geltrú,"Ronda Mar Mediterrania 11, Vilanova i la Geltrú",41.21617783,1.72094453,,True,False,Vilanova i la Geltrú,True
HUTB-059425,vut,Pineda de Mar,"Carrer Illes Canàries 53, Pineda de Mar",41.62685803,2.69693892,,True,False,Pineda de Mar,True
HUTB-056991,vut,Vilanova i la Geltrú,"Carrer Alexandre de Cabanyes 26, Vilanova i la Geltrú",41.21378061,1.71709444,,True,False,Vilanova i la Geltrú,True
HUTB-059424,vut,Pineda de Mar,"Carrer Josep Misser 1, Pineda de Mar",41.62062315,2.6858651,,True,False,Pineda de Mar,True
HUTB-059421,vut,Pineda de Mar,"Carrer Leonardo Da Vinci 34, Pineda de Mar",41.63338728,2.69388183,,True,False,Pineda de Mar,True
HUTB-059374,vut,Sant Andreu de Llavaneres,"Camí del Balis 8, Sant Andreu de Llavaneres",41.56135019,2.5073172,,True,False,Sant Andreu de Llavaneres,True
HUTB-057178,vut,Cabrera de Mar,"Carrer D'en Majó 2, Cabrera de Mar",41.52551013,2.39469719,,True,False,Cabrera de Mar,True
HUTB-059371,vut,Sant Andreu de Llavaneres,"Camí Can Rabassa 14, Sant Andreu de Llavaneres",41.5781005,2.48443841,,True,False,Sant Andreu de Llavaneres,True
HUTB-057177,vut,Cabrera de Mar,"Carrer Josep Domènech 41, Cabrera de Mar",41.52329968,2.39015675,,True,False,Cabrera de Mar,True
HUTB-057221,vut,Caldes de Montbui,"Camí De Les Elíes Polígon 13 Parcel·la 64 s/n, Caldes de Montbui",41.61885594,2.17922677,,True,False,Caldes de Montbui,True
HUTB-059268,vut,Malgrat de Mar,"Carrer Cadí 10, Malgrat de Mar",41.65381312,2.74241574,,True,False,Malgrat de Mar,True
HUTB-059266,vut,Malgrat de Mar,"Avinguda Colom 19, Malgrat de Mar",41.63825919,2.72497316,,True,False,Malgrat de Mar,True
HUTB-059261,vut,Malgrat de Mar,"Avinguda Verge de Montserrat 44, Malgrat de Mar",41.64416692,2.73599528,,True,False,Malgrat de Mar,True
HUTB-057226,vut,"Pla del Penedès, el","Disseminat LA PLANA DE LA GUILERA s/n, Pla del Penedès, el",42.058623,2.71973011,,True,False,,False
HUTB-056656,vut,Sant Pere de Ribes,"Urbanització Els Vinyals 348, Sant Pere de Ribes",41.26859842,1.75048609,,True,False,Sant Pere de Ribes,True
HUTB-057232,vut,Castelldefels,"Avinguda 303 50, Castelldefels",41.27723654,1.96997976,,True,False,Castelldefels,True
HUTB-059920,vut,Sant Adrià de Besòs,"Carrer Ramon Llull 555, Sant Adrià de Besòs",41.41791279,2.22428981,,True,True,Sant Adrià de Besòs,True
HUTB-059921,vut,Sant Adrià de Besòs,"Carrer Antoni Puigvert 1, Sant Adrià de Besòs",41.4231976,2.22065926,,True,True,Sant Adrià de Besòs,True
HUTB-059922,vut,Sant Adrià de Besòs,"Carrer Ricart 44, Sant Adrià de Besòs",41.42925178,2.21960092,,True,True,Sant Adrià de Besòs,True
HUTB-056655,vut,Sant Pere de Ribes,"Carrer Montmar 34, Sant Pere de Ribes",41.25376026,1.80879802,,True,False,Sant Pere de Ribes,True
HUTB-057233,vut,Castelldefels,"Passeig de Bellavista 106, Castelldefels",41.27475789,1.95685938,,True,False,Castelldefels,True
HUTB-059259,vut,Malgrat de Mar,"Carrer Folch i Torres 25, Malgrat de Mar",41.64976209,2.74605357,,True,False,Malgrat de Mar,True
HUTB-059923,vut,Sant Adrià de Besòs,"Avinguda Manuel Fernández Márquez 73, Sant Adrià de Besòs",41.41824159,2.22266163,,True,True,Sant Adrià de Besòs,True
HUTB-057235,vut,Castelldefels,"Avinguda 334 6, Castelldefels",41.2746503,1.97097761,,True,False,Castelldefels,True
HUTB-057220,vut,Caldes de Montbui,"Carrer Granollers 29, Caldes de Montbui",41.63349222,2.17009974,,True,False,Caldes de Montbui,True
HUTB-057218,vut,Canet de Mar,"Carrer Mas El Grau 25, Canet de Mar",41.59307317,2.58673222,,True,False,Canet de Mar,True
HUTB-059274,vut,Malgrat de Mar,"Avinguda Barcelona 45, Malgrat de Mar",41.63967466,2.73246067,,True,False,Malgrat de Mar,True
HUTB-059453,vut,Sant Pere de Ribes,"Carrer Can Panxample 37, Sant Pere de Ribes",41.23495663,1.78518104,,True,False,Sant Pere de Ribes,True
HUTB-059927,vut,Gavà,"Carrer del Pinar 8, Gavà",41.27098119,2.01772576,,True,False,Gavà,True
HUTB-059370,vut,Vilassar de Mar,"Carrer Enric Granados 13, Vilassar de Mar",41.50537242,2.39794971,,True,False,Vilassar de Mar,True
HUTB-059912,vut,Malgrat de Mar,"Carrer Caporal Fradera 55, Malgrat de Mar",41.64649135,2.74564079,,True,False,Malgrat de Mar,True
HUTB-059304,vut,Vilassar de Mar,"Avinguda Carles Tercer 47, Vilassar de Mar",41.5068768,2.38864769,,True,False,Vilassar de Mar,True
HUTB-059303,vut,Mataró,"Carrer Sant Cugat 33, Mataró",41.5359465,2.43960766,,True,False,Mataró,True
HUTB-057180,vut,Cabrera de Mar,"Passatge Burriac 24, Cabrera de Mar",41.50852557,2.40226311,,True,False,Cabrera de Mar,True
HUTB-059302,vut,Mataró,"Carrer Antoni de Capmany 7, Mataró",41.54171761,2.45085197,,True,False,Mataró,True
HUTB-059919,vut,Sant Adrià de Besòs,"Carrer Lleida 37, Sant Adrià de Besòs",41.42486011,2.22792137,,True,True,Sant Adrià de Besòs,True
HUTB-059301,vut,Canet de Mar,"Carrer Miramar 8, Canet de Mar",41.58700775,2.57959435,,True,False,Canet de Mar,True
HUTB-056646,vut,Sant Pere de Ribes,"Carrer del Mig 20, Sant Pere de Ribes",41.23641829,1.76501359,,True,False,Sant Pere de Ribes,True
HUTB-059278,vut,Malgrat de Mar,"Avinguda Països Catalans 8, Malgrat de Mar",41.63943985,2.73384632,,True,False,Malgrat de Mar,True
HUTB-056657,vut,Sant Pere de Ribes,"Carrer de les Torres 6, Sant Pere de Ribes",41.24958146,1.7907738,,True,False,Sant Pere de Ribes,True
HUTB-059913,vut,Malgrat de Mar,"Passeig Marítim 56, Malgrat de Mar",41.81678639,3.06885587,,True,False,,False
HUTB-057190,vut,Pineda de Mar,"Carrer Goya 14, Pineda de Mar",41.6177106,2.67133476,,True,False,Pineda de Mar,True
HUTB-059916,vut,Sant Adrià de Besòs,"Carrer Ramon Llull 555, Sant Adrià de Besòs",41.41791279,2.22428981,,True,True,Sant Adrià de Besòs,True
HUTB-059452,vut,Sant Pere de Ribes,"Carrer Baluard 4, Sant Pere de Ribes",41.22364447,1.7554141,,True,False,Sant Pere de Ribes,True
