fuente,serie,unidad,anyo,periodo,provisional,fecha,valor,mes
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2023,M07,False,2023-06-30 22:00:00+00:00,1865161.0,2023-06
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2023,M08,False,2023-07-31 22:00:00+00:00,1985042.0,2023-07
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2023,M09,False,2023-08-31 22:00:00+00:00,1713579.0,2023-08
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2023,M10,False,2023-09-30 22:00:00+00:00,1705990.0,2023-09
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2023,M11,False,2023-10-31 23:00:00+00:00,1357448.0,2023-10
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2023,M12,False,2023-11-30 23:00:00+00:00,1150931.0,2023-11
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2024,M01,False,2023-12-31 23:00:00+00:00,1130976.0,2023-12
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2024,M02,False,2024-01-31 23:00:00+00:00,1311219.0,2024-01
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2024,M03,False,2024-02-29 23:00:00+00:00,1576613.0,2024-02
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2024,M04,False,2024-03-31 22:00:00+00:00,1679449.0,2024-03
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2024,M05,False,2024-04-30 22:00:00+00:00,1830380.0,2024-04
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2024,M06,False,2024-05-31 22:00:00+00:00,1744508.0,2024-05
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2024,M07,False,2024-06-30 22:00:00+00:00,1882122.0,2024-06
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2024,M08,False,2024-07-31 22:00:00+00:00,1992479.0,2024-07
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2024,M09,False,2024-08-31 22:00:00+00:00,1623630.0,2024-08
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2024,M10,False,2024-09-30 22:00:00+00:00,1684207.0,2024-09
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2024,M11,False,2024-10-31 23:00:00+00:00,1347996.0,2024-10
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2024,M12,False,2024-11-30 23:00:00+00:00,1178398.0,2024-11
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2025,M01,False,2024-12-31 23:00:00+00:00,1157542.0,2024-12
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2025,M02,False,2025-01-31 23:00:00+00:00,1243572.0,2025-01
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2025,M03,False,2025-02-28 23:00:00+00:00,1479595.0,2025-02
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2025,M04,False,2025-03-31 22:00:00+00:00,1731159.0,2025-03
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2025,M05,False,2025-04-30 22:00:00+00:00,1768051.0,2025-04
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2025,M06,False,2025-05-31 22:00:00+00:00,1739952.0,2025-05
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2025,M07,False,2025-06-30 22:00:00+00:00,1834155.0,2025-06
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2025,M08,True,2025-07-31 22:00:00+00:00,1992132.0,2025-07
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2025,M09,True,2025-08-31 22:00:00+00:00,1662140.0,2025-08
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2025,M10,True,2025-09-30 22:00:00+00:00,1732843.0,2025-09
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2025,M11,True,2025-10-31 23:00:00+00:00,1411711.0,2025-10
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2025,M12,True,2025-11-30 23:00:00+00:00,1278693.0,2025-11
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2026,M01,True,2025-12-31 23:00:00+00:00,1266177.0,2025-12
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2026,M02,True,2026-01-31 23:00:00+00:00,1276437.0,2026-01
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2026,M03,True,2026-02-28 23:00:00+00:00,1482664.0,2026-02
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2026,M04,True,2026-03-31 22:00:00+00:00,1660919.0,2026-03
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2026,M05,True,2026-04-30 22:00:00+00:00,1748244.0,2026-04
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2026,M06,True,2026-05-31 22:00:00+00:00,1678024.0,2026-05
viajeros_pernoctaciones,Nacional. Pernoctaciones. Barcelona. Residentes en el extranjero.,Pernoctaciones,2026,M07,True,2026-06-30 22:00:00+00:00,1889694.0,2026-06
viajeros_pernoctaciones,Nacional. Viajeros. Barcelona. Residentes en España.,Viajeros,2020,M08,False,2020-07-31 22:00:00+00:00,35260.0,2020-07
viajeros_pernoctaciones,Nacional. Viajeros. Barcelona. Residentes en España.,Viajeros,2020,M09,False,2020-08-31 22:00:00+00:00,45474.0,2020-08
viajeros_pernoctaciones,Nacional. Viajeros. Barcelona. Residentes en España.,Viajeros,2020,M10,False,2020-09-30 22:00:00+00:00,41402.0,2020-09
viajeros_pernoctaciones,Nacional. Viajeros. Barcelona. Residentes en España.,Viajeros,2020,M11,False,2020-10-31 23:00:00+00:00,35899.0,2020-10
viajeros_pernoctaciones,Nacional. Viajeros. Barcelona. Residentes en España.,Viajeros,2020,M12,False,2020-11-30 23:00:00+00:00,52677.0,2020-11
viajeros_pernoctaciones,Nacional. Viajeros. Barcelona. Residentes en España.,Viajeros,2021,M01,False,2020-12-31 23:00:00+00:00,42324.0,2020-12
viajeros_pernoctaciones,Nacional. Viajeros. Barcelona. Residentes en España.,Viajeros,2021,M02,False,2021-01-31 23:00:00+00:00,55121.0,2021-01
viajeros_pernoctaciones,Nacional. Viajeros. Barcelona. Residentes en España.,Viajeros,2021,M03,False,2021-02-28 23:00:00+00:00,64146.0,2021-02
viajeros_pernoctaciones,Nacional. Viajeros. Barcelona. Residentes en España.,Viajeros,2021,M04,False,2021-03-31 22:00:00+00:00,59229.0,2021-03
viajeros_pernoctaciones,Nacional. Viajeros. Barcelona. Residentes en España.,Viajeros,2021,M05,False,2021-04-30 22:00:00+00:00,75615.0,2021-04
viajeros_pernoctaciones,Nacional. Viajeros. Barcelona. Residentes en España.,Viajeros,2021,M06,False,2021-05-31 22:00:00+00:00,88706.0,2021-05
viajeros_pernoctaciones,Nacional. Viajeros. Barcelona. Residentes en España.,Viajeros,2021,M07,False,2021-06-30 22:00:00+00:00,100090.0,2021-06
viajeros_pernoctaciones,Nacional. Viajeros. Barcelona. Residentes en España.,Viajeros,2021,M08,False,2021-07-31 22:00:00+00:00,94878.0,2021-07
viajeros_pernoctaciones,Nacional. Viajeros. Barcelona. Residentes en España.,Viajeros,2021,M09,False,2021-08-31 22:00:00+00:00,102312.0,2021-08
viajeros_pernoctaciones,Nacional. Viajeros. Barcelona. Residentes en España.,Viajeros,2021,M10,False,2021-09-30 22:00:00+00:00,131297.0,2021-09
viajeros_pernoctaciones,Nacional. Viajeros. Barcelona. Residentes en España.,Viajeros,2021,M11,False,2021-10-31 23:00:00+00:00,125077.0,2021-10
