DATA_EXPLO,OCUPACIO,CODI_DISTRICTE,NOM_DISTRICTE,CODI_BARRI,NOM_BARRI,EMPLACAMENT,SUPERFICIE_OCUPADA,TAULES,CADIRES,TAULES_VORERA,CADIRES_VORERA,TAULES_CALCADA,CADIRES_CALCADA,ORDENACIO,VIGENCIA,X_ETRS89,Y_ETRS89,LATITUD,LONGITUD
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,6,la Sagrada Família,"AV. GAUDI, 46",36.0,12.0,48.0,12.0,48.0,0.0,0.0,General,Anual,31007223,84420492,41.4083712701906,2.17453673339805
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,6,la Sagrada Família,"C. PROVENÇA, 419-425",13.5,6.0,24.0,6.0,24.0,0.0,0.0,General,Anual,30910779,83919481,41.4038505495035,2.17344013792974
1/7/2026 0:00:00,Terrasses en Via Pública,9,Sant Andreu,63,Navas,"C. ESPRONCEDA, 367",4.5,2.0,8.0,2.0,8.0,0.0,0.0,General,Anual,32147523,85442738,41.4176753827708,2.18806386878314
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,10,Sant Antoni,"C. MARQUES DE CAMPO SAGRADO, 25",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,30150607,80895322,41.3765472689712,2.16469536043252
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,3,la Barceloneta,"PG. JOAN BORBO COMTE BARCELONA, 38",22.5,9.0,36.0,9.0,36.0,0.0,0.0,General,Anual,32125928,81075852,41.3783422913283,2.18829501463847
1/7/2026 0:00:00,Terrasses en Via Pública,10,Sant Martí,73,la Verneda i la Pau,"C. EXTREMADURA, 11",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,33998043,86103198,41.4237780905442,2.21013342981303
1/7/2026 0:00:00,Terrasses en Via Pública,4,Les Corts,20,la Maternitat i Sant Ramon,"C. COMANDANT BENITEZ, 26",2.4,2.0,4.0,2.0,4.0,0.0,0.0,General,Anual,26930990,81354968,41.3804012109464,2.12614186454064
1/7/2026 0:00:00,Terrasses en Via Pública,3,Sants-Montjuïc,15,Hostafrancs,"C. TARRAGONA, 129",13.5,6.0,24.0,6.0,24.0,0.0,0.0,General,Anual,28589686,81011470,41.3774563703802,2.14601713149637
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,3,la Barceloneta,"PG. JOAN BORBO COMTE BARCELONA, 65",27.0,12.0,48.0,12.0,48.0,0.0,0.0,General,Anual,32194341,80838256,41.376208093024,2.1891396660222
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,6,la Sagrada Família,"AV. GAUDI, 66",12.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,31007048,84626422,41.4102259966535,2.17451116103995
1/7/2026 0:00:00,Terrasses en Via Pública,8,Nou Barris,45,Porta,"PG. FABRA I PUIG, 148",13.5,6.0,24.0,6.0,24.0,0.0,0.0,General,Anual,31534497,86856191,41.4303538622073,2.18056895598854
1/7/2026 0:00:00,Terrasses en Via Pública,8,Nou Barris,45,Porta,"PG. CIUTAT DE MALLORCA, 1-3",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,31474134,87093022,41.4324817654259,2.17981972190503
1/7/2026 0:00:00,Terrasses en Via Pública,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,"C. LLULL, 57",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,32512888,82832730,41.3941985773252,2.19272651290058
1/7/2026 0:00:00,Terrasses en Via Pública,7,Horta-Guinardó,34,Can Baró,"C. FRANCESC ALEGRE, 5",22.5,9.0,36.0,9.0,36.0,0.0,0.0,General,Anual,30335004,85222416,41.4155359302174,2.16640245707719
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,8,l'Antiga Esquerra de l'Eixample,"C. MUNTANER, 152",5.7,2.0,8.0,2.0,8.0,0.0,0.0,General,Anual,29302470,82460265,41.3905681039809,2.15437124274186
1/7/2026 0:00:00,Terrasses en Via Pública,10,Sant Martí,71,Provençals del Poblenou,"G.V.. CORTS CATALANES, 1092",2.25,1.0,4.0,1.0,4.0,0.0,0.0,General,Anual,33480609,85200866,41.4156083719151,2.20404094454019
1/7/2026 0:00:00,Terrasses en Via Pública,3,Sants-Montjuïc,11,el Poble Sec,"C. BLAI, 38",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,30057605,80622612,41.3740829769797,2.16361476186021
1/7/2026 0:00:00,Terrasses en Via Pública,8,Nou Barris,52,la Prosperitat,"C. TISSO, 16",22.5,10.0,40.0,10.0,40.0,0.0,0.0,General,Anual,31828111,88255483,41.4429817535385,2.18392488195884
1/7/2026 0:00:00,Terrasses en Via Pública,9,Sant Andreu,60,Sant Andreu,"C. JOAN TORRAS, 6",6.75,3.0,12.0,3.0,12.0,0.0,0.0,General,Anual,32314961,87649904,41.4375687104971,2.18982016771019
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,9,la Nova Esquerra de l'Eixample,"AV. JOSEP TARRADELLAS, 50",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,28334507,81799268,41.3845290907081,2.14287265416758
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,7,la Dreta de l'Eixample,"C. NAPOLS, 255",6.9,4.0,12.0,4.0,12.0,0.0,0.0,General,Anual,30656517,83721352,41.402044177873,2.17042123641963
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,2,el Barri Gòtic,"C. RAMBLA, 26",36.0,16.0,64.0,16.0,64.0,0.0,0.0,General,Anual,31109659,81074387,41.3782427311622,2.17614283228592
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,6,la Sagrada Família,"C. DOS DE MAIG, 239",2.25,1.0,4.0,1.0,4.0,0.0,0.0,General,Anual,31615679,84270872,41.407075685457,2.18183278938971
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,6,la Sagrada Família,"AV. GAUDI, 76",24.0,8.0,32.0,8.0,32.0,0.0,0.0,General,Anual,31007177,84685821,41.4107609942075,2.17450593167097
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,8,l'Antiga Esquerra de l'Eixample,"C. ROSSELLO, 191",52.92,12.0,48.0,12.0,48.0,0.0,0.0,General,Temporada,29395629,82621835,41.3920314905886,2.15546658762359
1/7/2026 0:00:00,Terrasses en Via Pública,10,Sant Martí,64,el Camp de l'Arpa del Clot,"C. INDEPENDENCIA, 360",13.5,6.0,24.0,6.0,24.0,0.0,0.0,General,Anual,31343878,84778443,41.4116240411601,2.17852362646754
1/7/2026 0:00:00,Terrasses en Via Pública,10,Sant Martí,68,el Poblenou,"C. DOCTOR TRUETA, 229",13.5,6.0,24.0,6.0,24.0,0.0,0.0,General,Anual,33505892,83415349,41.3995287959812,2.2045396315005
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,1,el Raval,"AV. PARAL.LEL, 70",18.0,8.0,32.0,8.0,32.0,0.0,0.0,General,Anual,30510973,80737533,41.3751573101373,2.16902250520491
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,8,l'Antiga Esquerra de l'Eixample,"C. PARIS, 205",12.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,29242615,82848094,41.3940558762916,2.15361006920646
1/7/2026 0:00:00,Terrasses en Via Pública,3,Sants-Montjuïc,13,la Marina de Port,"C. MARE DE DEU DE PORT, 301",9.0,4.0,16.0,4.0,16.0,0.0,0.0,Zona de criteris territorials,Anual,28144130,79105543,41.3602506984305,2.14091523805534
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,8,l'Antiga Esquerra de l'Eixample,"C. ENRIC GRANADOS, 19",6.75,3.0,12.0,3.0,12.0,0.0,0.0,General,Anual,29900013,82194416,41.3882259927386,2.16154861471528
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,2,el Barri Gòtic,"PL. RAMON BERENGUER EL GRAN, 2",27.0,12.0,48.0,12.0,48.0,0.0,0.0,General,Anual,31225659,81779262,41.3846012590542,2.1774499369683
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,1,el Raval,"C. ANGELS, 10",13.5,6.0,24.0,6.0,24.0,0.0,0.0,General,Anual,30464567,81526230,41.3822568543186,2.1683771305591
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,3,la Barceloneta,"PL. POETA BOSCA, 1-2",27.0,12.0,48.0,12.0,48.0,0.0,0.0,General,Anual,32208359,81283574,41.38022013838,2.18925747542669
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,7,la Dreta de l'Eixample,"C. PROVENÇA, 233",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,29730829,82763631,41.3933379538785,2.15945921190717
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,2,el Barri Gòtic,"C. ARAI, 3",16.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,31189179,81324794,41.3805048791768,2.17706528357605
1/7/2026 0:00:00,Terrasses en Via Pública,4,Les Corts,19,les Corts,"C. CABALLERO, 66",9.0,6.0,12.0,6.0,12.0,0.0,0.0,General,Anual,27918869,81721986,41.3837959082621,2.1379113092218
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,1,el Raval,"AV. PARAL.LEL, 48",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,30749749,80721814,41.375036316277,2.17187939296901
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,2,el Barri Gòtic,"PG. COLOM, 8",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,31513052,81299271,41.3803026337572,2.18094110747883
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,3,la Barceloneta,"PG. JOAN BORBO COMTE BARCELONA, 58",45.0,18.0,72.0,18.0,72.0,0.0,0.0,General,Anual,32176341,80899267,41.3767560865915,2.1889176051453
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,2,el Barri Gòtic,"PL. SANT JUST, 1",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,31281156,81591281,41.3829129114993,2.17813494247996
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,3,la Barceloneta,"PG. JOAN BORBO COMTE BARCELONA, 21",30.0,12.0,48.0,12.0,48.0,0.0,0.0,General,Anual,32081218,81230448,41.379730924288,2.18774305482336
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,9,la Nova Esquerra de l'Eixample,"C. CALABRIA, 246",5.4,2.0,8.0,2.0,8.0,0.0,0.0,General,Anual,28628961,82000084,41.386363943331,2.14637032495239
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,1,el Raval,"RDA. SANT ANTONI, 98",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,30109680,81802300,41.384712577226,2.1641013774723
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,1,el Raval,"C. RAMBLA, 37",45.0,20.0,80.0,20.0,80.0,0.0,0.0,General,Anual,30995239,81175109,41.3791401007752,2.17476315567809
1/7/2026 0:00:00,Terrasses en Via Pública,8,Nou Barris,52,la Prosperitat,"PG. VALLDAURA, 237",6.0,5.0,10.0,5.0,10.0,0.0,0.0,General,Anual,31423808,87828804,41.4391043853027,2.17913393973209
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,1,el Raval,"PL. CANONGE COLOM, 1",13.5,6.0,24.0,6.0,24.0,0.0,0.0,General,Anual,30658378,81350141,41.3806876017279,2.17071496822128
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera","PL. OLLES, 4",13.5,6.0,24.0,6.0,24.0,0.0,0.0,General,Anual,31697597,81676918,41.3837196824867,2.18310536165102
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,2,el Barri Gòtic,"AV. CATEDRAL, 7",27.0,12.0,48.0,12.0,48.0,0.0,0.0,General,Anual,31081677,81811347,41.3848779173246,2.17572441468373
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,3,la Barceloneta,"PG. JOAN BORBO COMTE BARCELONA, 20",22.5,9.0,36.0,9.0,36.0,0.0,0.0,General,Anual,32078840,81238672,41.3798047949521,2.18771369678804
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,2,el Barri Gòtic,"PL. CORREUS, 6",18.0,8.0,32.0,8.0,32.0,0.0,0.0,General,Anual,31546464,81394999,41.3811676723671,2.18132984054351
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera","PL. COMERCIAL, 10",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,31743276,81831732,41.3851179256111,2.18363418723567
1/7/2026 0:00:00,Terrasses en Via Pública,8,Nou Barris,52,la Prosperitat,"C. TURO BLAU, 3",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,31226441,87801735,41.438843704747,2.17677474553387
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,2,el Barri Gòtic,"PL. PORTAL DE LA PAU, 4",54.0,24.0,96.0,24.0,96.0,0.0,0.0,General,Anual,31216971,80915390,41.376819870528,2.17744408943804
1/7/2026 0:00:00,Terrasses en Espai Privat d'Ús Públic,5,Sarrià-Sant Gervasi,23,Sarrià,"C. SANTA AMELIA, 4",6.75,3.0,12.0,3.0,12.0,0.0,0.0,General,Anual,26727951,82838574,41.3937449565192,2.12353448161504
1/7/2026 0:00:00,Terrasses en Via Pública,3,Sants-Montjuïc,18,Sants,"AV. JOSEP TARRADELLAS, 3",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,28261813,81468824,41.3815464261722,2.14204244138762
1/7/2026 0:00:00,Terrasses en Via Pública,8,Nou Barris,51,Verdun,"C. VILADROSA, 89",11.25,5.0,20.0,5.0,20.0,0.0,0.0,General,Anual,31214169,88329163,41.443592994237,2.17656781322577
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,1,el Raval,"PL. UNIVERSITAT, 5",21.0,8.0,32.0,8.0,32.0,0.0,0.0,General,Anual,30130601,81879315,41.385408043551,2.1643426887942
1/7/2026 0:00:00,Terrasses en Via Pública,9,Sant Andreu,63,Navas,"C. LAS NAVAS DE TOLOSA, 298",3.6,2.0,4.0,2.0,4.0,0.0,0.0,General,Anual,31943090,85310515,41.4164672050313,2.18563269649687
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,6,la Sagrada Família,"AV. GAUDI, 3",12.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,30980791,84053293,41.4050617632718,2.17426239564562
1/7/2026 0:00:00,Terrasses en Via Pública,8,Nou Barris,52,la Prosperitat,"VIA. JULIA, 14",13.5,6.0,24.0,6.0,24.0,0.0,0.0,General,Anual,31137770,87853754,41.4393046203225,2.17570752310648
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,6,la Sagrada Família,"AV. GAUDI, 9",12.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Temporada,30980763,84070552,41.4052172069144,2.17426009259637
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,2,el Barri Gòtic,"PL. REIAL, 11",18.0,8.0,32.0,8.0,32.0,0.0,0.0,General,Anual,31083618,81276396,41.3800599377949,2.17580846857823
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,9,la Nova Esquerra de l'Eixample,"C. DIPUTACIO, 12",6.75,3.0,12.0,3.0,12.0,0.0,0.0,General,Anual,28921559,81005032,41.3774277685494,2.14998627492824
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,3,la Barceloneta,"C. LA MAQUINISTA, 17",27.0,12.0,48.0,12.0,48.0,0.0,0.0,General,Anual,32181058,81351723,41.3808316378413,2.18892337855611
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,10,Sant Antoni,"C. VILADOMAT, 65",4.5,2.0,8.0,2.0,8.0,0.0,0.0,General,Anual,29697184,81068683,41.3780691900844,2.15925348221523
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,1,el Raval,"C. TALLERS, 72",18.0,8.0,32.0,8.0,32.0,0.0,0.0,General,Anual,30276041,81839750,41.3850643129877,2.16608656760659
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,9,la Nova Esquerra de l'Eixample,"C. CALABRIA, 103",11.4,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,29306111,81276923,41.3799104747735,2.15455286408674
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,3,la Barceloneta,"C. ATLANTIDA, 23",27.0,12.0,48.0,12.0,48.0,0.0,0.0,General,Anual,32226828,81344165,41.3807674215767,2.18947155485798
1/7/2026 0:00:00,Terrasses en Via Pública,10,Sant Martí,72,Sant Martí de Provençals,"PL. PORXOS, 1",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,33131349,85077297,41.4144664359264,2.19987581110059
1/7/2026 0:00:00,Terrasses en Via Pública,9,Sant Andreu,62,el Congrés i els Indians,"C. FELIP II, 169",14.25,5.0,20.0,5.0,20.0,0.0,0.0,General,Anual,31593245,86198617,41.4244363310056,2.18134641714202
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,8,l'Antiga Esquerra de l'Eixample,"C. ENRIC GRANADOS, 89",9.0,3.0,12.0,3.0,12.0,0.0,0.0,General,Anual,29482439,82629043,41.3921040265334,2.15650401721368
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,10,Sant Antoni,"C. SEPULVEDA, 183",30.6,11.0,44.0,11.0,44.0,0.0,0.0,General,Anual,30041153,81716161,41.3839307950872,2.16329181411035
1/7/2026 0:00:00,Terrasses en Via Pública,8,Nou Barris,52,la Prosperitat,"PG. VALLDAURA, 199",6.75,3.0,12.0,3.0,12.0,0.0,0.0,General,Anual,31195062,87790666,41.4387413222657,2.1764004339772
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera","C. REC, 59",6.75,3.0,12.0,3.0,12.0,0.0,0.0,General,Anual,31699700,81812434,41.3849404155032,2.18311523473333
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,6,la Sagrada Família,"C. LEPANT, 339",27.0,12.0,48.0,12.0,48.0,0.0,0.0,General,Anual,30765400,84391001,41.4080848624919,2.17164710862512
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,8,l'Antiga Esquerra de l'Eixample,"C. ENRIC GRANADOS, 95",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,29431524,82680231,41.3925605928526,2.15588909643639
1/7/2026 0:00:00,Terrasses en Via Pública,8,Nou Barris,51,Verdun,"C. VILADROSA, 79-83",13.5,6.0,24.0,6.0,24.0,0.0,0.0,General,Anual,31214169,88329163,41.443592994237,2.17656781322577
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,3,la Barceloneta,"PG. JOAN BORBO COMTE BARCELONA, 25",22.5,9.0,36.0,9.0,36.0,0.0,0.0,General,Anual,32091280,81195601,41.3794179158168,2.18786728182066
1/7/2026 0:00:00,Terrasses en Via Pública,4,Les Corts,19,les Corts,"C. BERLIN, 71",8.1,3.0,12.0,3.0,12.0,0.0,0.0,General,Anual,28078477,81720182,41.383793944805,2.13982022478308
1/7/2026 0:00:00,Terrasses en Via Pública,4,Les Corts,19,les Corts,"C. EUROPA, 19",19.93,7.0,28.0,3.0,12.0,4.0,16.0,General,Anual,27255202,82113212,41.3872597859132,2.12992776696733
1/7/2026 0:00:00,Terrasses en Via Pública,10,Sant Martí,71,Provençals del Poblenou,"C. MARROC, 11",14.67,5.0,20.0,3.0,12.0,2.0,8.0,General,Anual,32951548,84185519,41.406419469109,2.19782339957555
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,8,l'Antiga Esquerra de l'Eixample,"C. PROVENÇA, 209",2.25,1.0,4.0,1.0,4.0,0.0,0.0,General,Anual,29610379,82645679,41.3922650685697,2.1580322796969
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,8,l'Antiga Esquerra de l'Eixample,"C. VALENCIA, 224",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,29730668,82356844,41.3896741502783,2.15950448100643
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,10,Sant Antoni,"C. SEPULVEDA, 84",18.27,6.0,24.0,3.0,12.0,3.0,12.0,General,Anual,29502099,81157842,41.3788551476294,2.15691034526959
1/7/2026 0:00:00,Terrasses en Via Pública,6,Gràcia,28,Vallcarca i els Penitents,"PL. LESSEPS, 20",30.0,10.0,40.0,10.0,40.0,0.0,0.0,General,Anual,28909279,84319632,41.4072800570502,2.14945037052514
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,6,la Sagrada Família,"AV. GAUDI, 17",12.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,30980716,84105718,41.4055339312785,2.17425552021691
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,8,l'Antiga Esquerra de l'Eixample,"C. MUNTANER, 143",5.7,2.0,8.0,2.0,8.0,0.0,0.0,General,Anual,29288320,82443668,41.390417376855,2.15420394673973
1/7/2026 0:00:00,Terrasses en Espai Privat d'Ús Públic,3,Sants-Montjuïc,18,Sants,"PL. JOAN PEIRO, 1",36.0,16.0,64.0,16.0,64.0,0.0,0.0,General,Anual,28053382,81156583,41.3787155772862,2.13958703544405
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,10,Sant Antoni,"C. VILLARROEL, 22",6.75,3.0,12.0,3.0,12.0,0.0,0.0,General,Anual,29911383,81455420,41.3815710911613,2.1617700830436
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,7,la Dreta de l'Eixample,"C. BRUC, 82",6.75,3.0,12.0,3.0,12.0,0.0,0.0,General,Anual,30618519,82834590,41.3940541293248,2.1700683140499
1/7/2026 0:00:00,Terrasses en Via Pública,9,Sant Andreu,63,Navas,"C. JUAN DE GARAY, 53",11.25,5.0,20.0,5.0,20.0,0.0,0.0,General,Anual,31781499,85704935,41.4200059128519,2.18365480625069
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,5,el Fort Pienc,"C. SICILIA, 145-147",15.03,6.0,20.0,6.0,20.0,0.0,0.0,General,Anual,31276369,83277657,41.398101180766,2.17788635897431
1/7/2026 0:00:00,Terrasses en Via Pública,3,Sants-Montjuïc,13,la Marina de Port,"C. FONERIA, 9",7.95,4.0,14.0,4.0,14.0,0.0,0.0,General,Anual,27759520,79046688,41.3596861965361,2.13632447785192
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,6,la Sagrada Família,"C. SICILIA, 334",18.9,6.0,24.0,2.0,8.0,4.0,16.0,General,Anual,30734737,83863341,41.4033297675421,2.17134066676558
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,5,el Fort Pienc,"C. DIPUTACIO, 412",22.17,7.0,26.0,2.0,6.0,5.0,20.0,General,Anual,31342916,83373619,41.3989711651558,2.17867147412594
1/7/2026 0:00:00,Terrasses en Via Pública,3,Sants-Montjuïc,11,el Poble Sec,"C. BLAI, 68",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,29950494,80678234,41.3745746309174,2.16232761077391
1/7/2026 0:00:00,Terrasses en Via Pública,3,Sants-Montjuïc,11,el Poble Sec,"C. BLAI, 25",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,30142604,80565511,41.3735760684664,2.164637673366
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,10,Sant Antoni,"C. SEPULVEDA, 186",6.9,4.0,12.0,4.0,12.0,0.0,0.0,General,Anual,30032089,81676591,41.3835736127423,2.16318798907986
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,6,la Sagrada Família,"AV. DIAGONAL, 338",27.0,12.0,48.0,12.0,48.0,0.0,0.0,General,Anual,30949589,83535528,41.4003957459091,2.17394819758624
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,7,la Dreta de l'Eixample,"PTGE. MERCAT, 4",13.5,6.0,24.0,6.0,24.0,0.0,0.0,General,Anual,30541164,83031115,41.3958174879026,2.16912055610498
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,7,la Dreta de l'Eixample,"C. GIRONA, 127",6.75,3.0,12.0,3.0,12.0,0.0,0.0,General,Anual,30380699,83238171,41.3976684955781,2.16717743207773
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,10,Sant Antoni,"C. VILLARROEL, 46",2.25,1.0,4.0,1.0,4.0,0.0,0.0,General,Anual,29807845,81560183,41.38250563082,2.1605198049397
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,10,Sant Antoni,"C. CASANOVA, 22",6.0,5.0,10.0,5.0,10.0,0.0,0.0,General,Anual,29933874,81626676,41.3831154970228,2.16201923596706
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,7,la Dreta de l'Eixample,"C. CONSELL DE CENT, 413",22.5,10.0,40.0,10.0,40.0,0.0,0.0,General,Anual,30752019,83015441,41.395694501935,2.17164438170418
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera","C. ALLADA-VERMELL, 18",18.0,8.0,32.0,8.0,32.0,0.0,0.0,General,Anual,31555281,81977268,41.3864127537307,2.18136950285354
1/7/2026 0:00:00,Terrasses en Via Pública,10,Sant Martí,68,el Poblenou,"C. BILBAO, 91",27.0,12.0,48.0,12.0,48.0,0.0,0.0,General,Anual,33245185,83945408,41.4042812929603,2.20136266603754
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,5,el Fort Pienc,"C. SARDENYA, 173",7.95,4.0,14.0,4.0,14.0,0.0,0.0,General,Anual,31520128,83219953,41.3976022548131,2.18080859138497
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,9,la Nova Esquerra de l'Eixample,"C. DIPUTACIO, 55",4.5,2.0,8.0,2.0,8.0,0.0,0.0,General,Anual,29202851,81310507,41.3802038752643,2.1533141560268
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,7,la Dreta de l'Eixample,"RBLA. CATALUNYA, 18",61.57,12.0,48.0,12.0,48.0,0.0,0.0,General,Anual,30340680,82256844,41.388826543846,2.16681162592518
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,9,la Nova Esquerra de l'Eixample,"C. DIPUTACIO, 131",8.55,3.0,12.0,3.0,12.0,0.0,0.0,General,Anual,29502801,81604703,41.3828799360855,2.15686675541478
1/7/2026 0:00:00,Terrasses en Via Pública,1,Ciutat Vella,1,el Raval,"RBLA. RAVAL, 36",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,30608956,81007600,41.3775981777995,2.17016318949265
1/7/2026 0:00:00,Terrasses en Via Pública,6,Gràcia,31,la Vila de Gràcia,"PL. SOL, 3",18.0,6.0,24.0,6.0,24.0,0.0,0.0,General,Anual,29528463,83670155,41.4014849808692,2.15693330827945
1/7/2026 0:00:00,Terrasses en Via Pública,3,Sants-Montjuïc,18,Sants,"RBLA. BRASIL, 20",9.0,4.0,16.0,4.0,16.0,0.0,0.0,General,Anual,27288304,80946594,41.376755517081,2.1304636292559
1/7/2026 0:00:00,Terrasses en Via Pública,2,Eixample,6,la Sagrada Família,"C. ROSSELLO, 483",7.92,2.0,8.0,0.0,0.0,2.0,8.0,General,Anual,31114781,84308637,41.4073730543474,2.17583621408713
