escenario,origen,destino,turistas,km_mediano
equilibrio,el Camp de l'Arpa del Clot,Navas,23.4,0.8
equilibrio,el Camp de l'Arpa del Clot,Provençals del Poblenou,87.65,1.61
equilibrio,el Camp de l'Arpa del Clot,el Besòs i el Maresme,36.0,3.23
equilibrio,el Camp de l'Arpa del Clot,el Parc i la Llacuna del Poblenou,92.43,1.33
equilibrio,el Camp de l'Arpa del Clot,el Poblenou,109.39,1.59
equilibrio,el Carmel,el Coll,20.94,1.26
equilibrio,el Clot,el Poblenou,21.0,0.96
equilibrio,el Fort Pienc,"Sant Pere, Santa Caterina i la Ribera",105.64,1.13
equilibrio,el Fort Pienc,el Barri Gòtic,204.87,1.73
equilibrio,el Fort Pienc,el Parc i la Llacuna del Poblenou,300.0,0.76
equilibrio,el Fort Pienc,el Poblenou,66.51,1.55
equilibrio,el Fort Pienc,la Barceloneta,71.0,1.55
equilibrio,el Fort Pienc,la Dreta de l'Eixample,103.01,0.33
equilibrio,el Guinardó,Diagonal Mar i el Front Marítim del Poblenou,28.0,3.98
equilibrio,el Guinardó,Porta,33.33,2.21
equilibrio,el Guinardó,el Parc i la Llacuna del Poblenou,23.0,1.8
equilibrio,el Parc i la Llacuna del Poblenou,"Sant Pere, Santa Caterina i la Ribera",54.73,0.59
equilibrio,el Parc i la Llacuna del Poblenou,el Poblenou,54.0,0.73
equilibrio,el Parc i la Llacuna del Poblenou,la Barceloneta,29.0,1.13
equilibrio,el Parc i la Llacuna del Poblenou,la Vila Olímpica del Poblenou,45.0,0.31
equilibrio,el Poble Sec,Diagonal Mar i el Front Marítim del Poblenou,84.0,5.66
equilibrio,el Poble Sec,Hostafrancs,94.0,0.71
equilibrio,el Poble Sec,Sant Antoni,27.35,0.16
equilibrio,el Poble Sec,el Barri Gòtic,84.06,1.21
equilibrio,el Poble Sec,el Raval,420.73,0.77
equilibrio,el Poble Sec,la Barceloneta,92.0,2.01
equilibrio,el Poble Sec,la Font de la Guatlla,32.0,0.72
equilibrio,el Poble Sec,la Nova Esquerra de l'Eixample,25.8,0.62
equilibrio,el Poblenou,Diagonal Mar i el Front Marítim del Poblenou,198.51,0.56
equilibrio,el Putxet i el Farró,Sant Gervasi - la Bonanova,65.11,1.05
equilibrio,el Putxet i el Farró,les Corts,67.42,1.75
equilibrio,el Raval,el Barri Gòtic,146.99,0.65
equilibrio,el Raval,la Barceloneta,68.01,1.92
equilibrio,l'Antiga Esquerra de l'Eixample,Diagonal Mar i el Front Marítim del Poblenou,57.0,5.6
equilibrio,l'Antiga Esquerra de l'Eixample,Sant Antoni,63.86,0.27
equilibrio,l'Antiga Esquerra de l'Eixample,Sant Gervasi - Galvany,32.25,0.34
equilibrio,l'Antiga Esquerra de l'Eixample,"Sant Pere, Santa Caterina i la Ribera",20.86,1.84
equilibrio,l'Antiga Esquerra de l'Eixample,el Barri Gòtic,22.35,1.53
equilibrio,l'Antiga Esquerra de l'Eixample,el Poble Sec,31.53,1.49
equilibrio,l'Antiga Esquerra de l'Eixample,el Raval,205.69,0.89
equilibrio,l'Antiga Esquerra de l'Eixample,la Dreta de l'Eixample,263.08,0.59
equilibrio,l'Antiga Esquerra de l'Eixample,la Maternitat i Sant Ramon,62.0,2.9
equilibrio,l'Antiga Esquerra de l'Eixample,la Nova Esquerra de l'Eixample,130.86,0.46
equilibrio,l'Antiga Esquerra de l'Eixample,les Corts,110.91,1.16
equilibrio,la Barceloneta,"Sant Pere, Santa Caterina i la Ribera",127.66,0.62
equilibrio,la Barceloneta,el Barri Gòtic,68.06,0.89
equilibrio,la Bordeta,Hostafrancs,24.47,0.93
equilibrio,la Bordeta,la Font de la Guatlla,24.53,0.36
equilibrio,la Bordeta,la Marina de Port,20.0,1.46
equilibrio,la Dreta de l'Eixample,Diagonal Mar i el Front Marítim del Poblenou,75.0,4.43
equilibrio,la Dreta de l'Eixample,"Sant Pere, Santa Caterina i la Ribera",143.79,0.7
equilibrio,la Dreta de l'Eixample,el Barri Gòtic,663.83,0.82
equilibrio,la Dreta de l'Eixample,el Fort Pienc,64.41,0.42
equilibrio,la Dreta de l'Eixample,el Parc i la Llacuna del Poblenou,24.57,0.62
equilibrio,la Dreta de l'Eixample,el Poble Sec,36.74,2.41
equilibrio,la Dreta de l'Eixample,el Raval,464.17,0.49
equilibrio,la Dreta de l'Eixample,l'Antiga Esquerra de l'Eixample,222.62,0.27
equilibrio,la Dreta de l'Eixample,la Barceloneta,174.35,2.24
equilibrio,la Font de la Guatlla,Hostafrancs,26.37,0.69
equilibrio,la Font de la Guatlla,la Marina de Port,34.0,1.76
equilibrio,la Font de la Guatlla,la Maternitat i Sant Ramon,22.0,3.2
equilibrio,la Nova Esquerra de l'Eixample,Diagonal Mar i el Front Marítim del Poblenou,30.0,6.22
equilibrio,la Nova Esquerra de l'Eixample,Hostafrancs,300.08,0.61
equilibrio,la Nova Esquerra de l'Eixample,Sants,158.32,0.63
equilibrio,la Nova Esquerra de l'Eixample,el Raval,86.39,1.64
equilibrio,la Nova Esquerra de l'Eixample,l'Antiga Esquerra de l'Eixample,38.16,0.36
equilibrio,la Nova Esquerra de l'Eixample,la Dreta de l'Eixample,31.0,1.94
equilibrio,la Nova Esquerra de l'Eixample,la Maternitat i Sant Ramon,113.0,2.58
equilibrio,la Nova Esquerra de l'Eixample,les Corts,85.78,1.31
equilibrio,la Sagrada Família,Diagonal Mar i el Front Marítim del Poblenou,74.04,3.24
equilibrio,la Sagrada Família,Navas,44.43,1.48
equilibrio,la Sagrada Família,Provençals del Poblenou,80.47,2.07
equilibrio,la Sagrada Família,el Baix Guinardó,80.71,0.42
equilibrio,la Sagrada Família,el Barri Gòtic,106.24,1.93
equilibrio,la Sagrada Família,el Besòs i el Maresme,35.37,3.63
equilibrio,la Sagrada Família,el Camp d'en Grassot i Gràcia Nova,67.25,0.3
equilibrio,la Sagrada Família,el Camp de l'Arpa del Clot,210.79,0.88
equilibrio,la Sagrada Família,el Fort Pienc,164.59,0.44
equilibrio,la Sagrada Família,el Guinardó,32.54,0.65
equilibrio,la Sagrada Família,el Parc i la Llacuna del Poblenou,609.56,1.42
equilibrio,la Sagrada Família,el Poblenou,160.19,2.04
equilibrio,la Sagrada Família,el Raval,44.72,2.2
equilibrio,la Sagrada Família,la Barceloneta,54.12,2.66
equilibrio,la Sagrada Família,la Dreta de l'Eixample,263.78,1.55
equilibrio,la Vila Olímpica del Poblenou,el Parc i la Llacuna del Poblenou,83.35,0.35
equilibrio,la Vila Olímpica del Poblenou,el Poblenou,20.01,0.81
equilibrio,la Vila Olímpica del Poblenou,la Barceloneta,35.0,0.61
equilibrio,la Vila de Gràcia,Diagonal Mar i el Front Marítim del Poblenou,28.2,5.14
equilibrio,la Vila de Gràcia,Sant Gervasi - Galvany,393.43,0.67
equilibrio,la Vila de Gràcia,Sant Gervasi - la Bonanova,35.81,1.63
equilibrio,la Vila de Gràcia,el Coll,25.0,1.2
equilibrio,la Vila de Gràcia,el Putxet i el Farró,90.77,1.18
equilibrio,la Vila de Gràcia,l'Antiga Esquerra de l'Eixample,91.33,0.77
equilibrio,la Vila de Gràcia,la Dreta de l'Eixample,685.45,0.7
equilibrio,la Vila de Gràcia,la Maternitat i Sant Ramon,54.52,3.53
equilibrio,la Vila de Gràcia,la Vall d'Hebron,23.71,3.0
equilibrio,la Vila de Gràcia,les Corts,155.51,1.93
equilibrio,les Corts,Pedralbes,24.28,0.59
equilibrio,les Corts,la Maternitat i Sant Ramon,94.28,1.47
equilibrio,les Tres Torres,Sarrià,39.0,0.52
sobre_todo_barrio,Diagonal Mar i el Front Marítim del Poblenou,el Poblenou,31.0,0.53
sobre_todo_barrio,Hostafrancs,Sants,27.86,0.56
sobre_todo_barrio,Hostafrancs,la Font de la Guatlla,43.51,0.22
sobre_todo_barrio,Hostafrancs,la Maternitat i Sant Ramon,28.0,1.88
sobre_todo_barrio,Provençals del Poblenou,el Poblenou,37.0,0.32
sobre_todo_barrio,Sant Andreu,Porta,34.89,0.67
sobre_todo_barrio,Sant Antoni,Diagonal Mar i el Front Marítim del Poblenou,25.95,5.49
sobre_todo_barrio,Sant Antoni,Hostafrancs,125.5,0.78
sobre_todo_barrio,Sant Antoni,el Barri Gòtic,68.26,1.12
sobre_todo_barrio,Sant Antoni,el Poble Sec,120.0,0.39
sobre_todo_barrio,Sant Antoni,el Raval,751.89,0.59
sobre_todo_barrio,Sant Antoni,l'Antiga Esquerra de l'Eixample,107.0,0.2
sobre_todo_barrio,Sant Antoni,la Barceloneta,37.0,2.83
sobre_todo_barrio,Sant Antoni,la Dreta de l'Eixample,35.48,0.6
sobre_todo_barrio,Sant Antoni,la Marina del Prat Vermell,26.05,6.53
sobre_todo_barrio,Sant Antoni,la Nova Esquerra de l'Eixample,154.14,0.34
sobre_todo_barrio,Sant Gervasi - Galvany,la Maternitat i Sant Ramon,44.0,2.24
sobre_todo_barrio,Sant Gervasi - Galvany,les Corts,138.71,0.89
sobre_todo_barrio,Sant Gervasi - Galvany,les Tres Torres,22.89,1.14
sobre_todo_barrio,Sant Martí de Provençals,Provençals del Poblenou,34.0,1.06
sobre_todo_barrio,"Sant Pere, Santa Caterina i la Ribera",Diagonal Mar i el Front Marítim del Poblenou,39.2,4.13
sobre_todo_barrio,"Sant Pere, Santa Caterina i la Ribera",el Barri Gòtic,377.79,0.24
sobre_todo_barrio,"Sant Pere, Santa Caterina i la Ribera",la Barceloneta,76.54,1.54
sobre_todo_barrio,"Sant Pere, Santa Caterina i la Ribera",la Dreta de l'Eixample,22.53,0.1
sobre_todo_barrio,Sants,Hostafrancs,25.85,0.73
sobre_todo_barrio,Sants,la Marina de Port,27.0,1.96
sobre_todo_barrio,Sants,la Maternitat i Sant Ramon,58.14,1.65
sobre_todo_barrio,Sants,les Corts,52.15,1.12
sobre_todo_barrio,Sants - Badal,Sants,48.0,1.14
sobre_todo_barrio,Sants - Badal,la Maternitat i Sant Ramon,74.0,1.09
sobre_todo_barrio,el Baix Guinardó,el Guinardó,38.23,1.16
sobre_todo_barrio,el Baix Guinardó,la Dreta de l'Eixample,30.0,1.76
sobre_todo_barrio,el Barri Gòtic,Diagonal Mar i el Front Marítim del Poblenou,22.0,4.52
sobre_todo_barrio,el Barri Gòtic,"Sant Pere, Santa Caterina i la Ribera",22.41,0.26
sobre_todo_barrio,el Barri Gòtic,el Raval,48.99,0.07
sobre_todo_barrio,el Barri Gòtic,la Barceloneta,39.0,1.8
sobre_todo_barrio,el Besòs i el Maresme,Diagonal Mar i el Front Marítim del Poblenou,119.0,0.43
sobre_todo_barrio,el Camp d'en Grassot i Gràcia Nova,el Barri Gòtic,63.0,2.31
sobre_todo_barrio,el Camp d'en Grassot i Gràcia Nova,el Putxet i el Farró,29.2,1.88
sobre_todo_barrio,el Camp d'en Grassot i Gràcia Nova,la Barceloneta,30.0,3.53
sobre_todo_barrio,el Camp d'en Grassot i Gràcia Nova,la Dreta de l'Eixample,231.78,1.19
sobre_todo_barrio,el Camp de l'Arpa del Clot,Diagonal Mar i el Front Marítim del Poblenou,68.0,2.99
sobre_todo_barrio,el Camp de l'Arpa del Clot,Navas,28.22,0.7
sobre_todo_barrio,el Camp de l'Arpa del Clot,Provençals del Poblenou,116.0,1.62
sobre_todo_barrio,el Camp de l'Arpa del Clot,el Besòs i el Maresme,47.0,3.02
sobre_todo_barrio,el Camp de l'Arpa del Clot,el Parc i la Llacuna del Poblenou,76.82,1.41
sobre_todo_barrio,el Camp de l'Arpa del Clot,el Poblenou,83.18,1.64
sobre_todo_barrio,el Carmel,la Vall d'Hebron,29.75,1.66
sobre_todo_barrio,el Clot,el Parc i la Llacuna del Poblenou,21.81,0.48
sobre_todo_barrio,el Coll,la Vall d'Hebron,24.5,1.75
sobre_todo_barrio,el Fort Pienc,"Sant Pere, Santa Caterina i la Ribera",99.5,1.0
sobre_todo_barrio,el Fort Pienc,el Barri Gòtic,101.53,1.54
sobre_todo_barrio,el Fort Pienc,el Parc i la Llacuna del Poblenou,342.16,0.81
sobre_todo_barrio,el Fort Pienc,el Poblenou,78.0,1.46
sobre_todo_barrio,el Fort Pienc,la Barceloneta,53.0,2.02
sobre_todo_barrio,el Fort Pienc,la Dreta de l'Eixample,158.18,0.33
sobre_todo_barrio,el Guinardó,Diagonal Mar i el Front Marítim del Poblenou,47.0,3.41
sobre_todo_barrio,el Parc i la Llacuna del Poblenou,"Sant Pere, Santa Caterina i la Ribera",23.16,0.59
sobre_todo_barrio,el Parc i la Llacuna del Poblenou,el Barri Gòtic,27.84,1.09
sobre_todo_barrio,el Parc i la Llacuna del Poblenou,el Poblenou,53.0,0.72
sobre_todo_barrio,el Parc i la Llacuna del Poblenou,la Barceloneta,33.0,1.1
sobre_todo_barrio,el Parc i la Llacuna del Poblenou,la Vila Olímpica del Poblenou,56.0,0.12
sobre_todo_barrio,el Poble Sec,Diagonal Mar i el Front Marítim del Poblenou,81.0,5.63
sobre_todo_barrio,el Poble Sec,Hostafrancs,111.71,0.71
sobre_todo_barrio,el Poble Sec,Sant Antoni,32.44,0.13
sobre_todo_barrio,el Poble Sec,el Barri Gòtic,58.89,1.25
sobre_todo_barrio,el Poble Sec,el Raval,431.52,0.7
sobre_todo_barrio,el Poble Sec,la Barceloneta,58.0,1.9
sobre_todo_barrio,el Poble Sec,la Maternitat i Sant Ramon,34.0,4.14
sobre_todo_barrio,el Poble Sec,la Nova Esquerra de l'Eixample,22.0,0.66
sobre_todo_barrio,el Poblenou,Diagonal Mar i el Front Marítim del Poblenou,121.05,0.26
sobre_todo_barrio,el Poblenou,la Barceloneta,25.0,1.15
sobre_todo_barrio,el Putxet i el Farró,Sant Gervasi - la Bonanova,69.67,0.62
sobre_todo_barrio,el Putxet i el Farró,la Maternitat i Sant Ramon,30.0,3.49
sobre_todo_barrio,el Putxet i el Farró,les Corts,51.0,1.76
sobre_todo_barrio,el Raval,el Barri Gòtic,79.2,0.41
sobre_todo_barrio,el Raval,la Barceloneta,51.0,1.9
sobre_todo_barrio,l'Antiga Esquerra de l'Eixample,Diagonal Mar i el Front Marítim del Poblenou,65.41,5.63
sobre_todo_barrio,l'Antiga Esquerra de l'Eixample,Sant Antoni,38.32,0.15
sobre_todo_barrio,l'Antiga Esquerra de l'Eixample,Sant Gervasi - Galvany,31.55,0.3
sobre_todo_barrio,l'Antiga Esquerra de l'Eixample,el Barri Gòtic,53.22,1.66
sobre_todo_barrio,l'Antiga Esquerra de l'Eixample,el Raval,257.64,1.01
sobre_todo_barrio,l'Antiga Esquerra de l'Eixample,la Barceloneta,47.0,3.1
sobre_todo_barrio,l'Antiga Esquerra de l'Eixample,la Dreta de l'Eixample,197.45,0.59
sobre_todo_barrio,l'Antiga Esquerra de l'Eixample,la Maternitat i Sant Ramon,49.0,2.78
sobre_todo_barrio,l'Antiga Esquerra de l'Eixample,la Nova Esquerra de l'Eixample,71.42,0.42
sobre_todo_barrio,l'Antiga Esquerra de l'Eixample,les Corts,136.93,1.0
sobre_todo_barrio,la Barceloneta,"Sant Pere, Santa Caterina i la Ribera",171.35,0.59
sobre_todo_barrio,la Barceloneta,el Barri Gòtic,39.98,0.85
sobre_todo_barrio,la Bordeta,Sants,28.0,0.81
sobre_todo_barrio,la Bordeta,la Font de la Guatlla,25.0,0.35
sobre_todo_barrio,la Bordeta,la Marina de Port,32.0,1.46
sobre_todo_barrio,la Dreta de l'Eixample,Diagonal Mar i el Front Marítim del Poblenou,75.0,4.4
sobre_todo_barrio,la Dreta de l'Eixample,"Sant Pere, Santa Caterina i la Ribera",149.32,0.82
sobre_todo_barrio,la Dreta de l'Eixample,el Barri Gòtic,645.82,0.94
sobre_todo_barrio,la Dreta de l'Eixample,el Fort Pienc,63.26,0.32
sobre_todo_barrio,la Dreta de l'Eixample,el Raval,359.96,0.35
sobre_todo_barrio,la Dreta de l'Eixample,l'Antiga Esquerra de l'Eixample,144.0,0.17
sobre_todo_barrio,la Dreta de l'Eixample,la Barceloneta,145.74,2.6
sobre_todo_barrio,la Dreta de l'Eixample,la Maternitat i Sant Ramon,40.0,4.88
sobre_todo_barrio,la Font de la Guatlla,Hostafrancs,49.39,0.88
sobre_todo_barrio,la Font de la Guatlla,la Marina de Port,20.1,1.46
sobre_todo_barrio,la Nova Esquerra de l'Eixample,Diagonal Mar i el Front Marítim del Poblenou,25.0,6.16
sobre_todo_barrio,la Nova Esquerra de l'Eixample,Hostafrancs,315.86,0.59
sobre_todo_barrio,la Nova Esquerra de l'Eixample,Sants,65.0,0.66
sobre_todo_barrio,la Nova Esquerra de l'Eixample,el Poble Sec,67.02,0.88
sobre_todo_barrio,la Nova Esquerra de l'Eixample,el Raval,85.81,1.76
sobre_todo_barrio,la Nova Esquerra de l'Eixample,l'Antiga Esquerra de l'Eixample,49.94,0.21
sobre_todo_barrio,la Nova Esquerra de l'Eixample,la Marina de Port,22.0,2.52
sobre_todo_barrio,la Nova Esquerra de l'Eixample,la Maternitat i Sant Ramon,67.98,2.54
sobre_todo_barrio,la Nova Esquerra de l'Eixample,les Corts,75.0,1.11
sobre_todo_barrio,la Sagrada Família,Diagonal Mar i el Front Marítim del Poblenou,99.68,3.26
sobre_todo_barrio,la Sagrada Família,Navas,40.53,1.48
sobre_todo_barrio,la Sagrada Família,Provençals del Poblenou,72.36,2.31
sobre_todo_barrio,la Sagrada Família,el Baix Guinardó,78.41,0.4
sobre_todo_barrio,la Sagrada Família,el Barri Gòtic,134.06,2.0
sobre_todo_barrio,la Sagrada Família,el Besòs i el Maresme,47.5,3.45
sobre_todo_barrio,la Sagrada Família,el Camp d'en Grassot i Gràcia Nova,68.0,0.32
sobre_todo_barrio,la Sagrada Família,el Camp de l'Arpa del Clot,233.68,0.89
sobre_todo_barrio,la Sagrada Família,el Fort Pienc,140.85,0.35
sobre_todo_barrio,la Sagrada Família,el Guinardó,20.7,0.74
sobre_todo_barrio,la Sagrada Família,el Parc i la Llacuna del Poblenou,601.89,1.37
sobre_todo_barrio,la Sagrada Família,el Poblenou,122.57,1.84
sobre_todo_barrio,la Sagrada Família,la Barceloneta,95.32,2.7
sobre_todo_barrio,la Sagrada Família,la Dreta de l'Eixample,264.46,1.38
sobre_todo_barrio,la Sagrera,Diagonal Mar i el Front Marítim del Poblenou,20.0,2.95
sobre_todo_barrio,la Vila Olímpica del Poblenou,el Parc i la Llacuna del Poblenou,90.88,0.33
sobre_todo_barrio,la Vila Olímpica del Poblenou,la Barceloneta,47.0,0.6
sobre_todo_barrio,la Vila de Gràcia,Diagonal Mar i el Front Marítim del Poblenou,34.0,5.18
sobre_todo_barrio,la Vila de Gràcia,Sant Gervasi - Galvany,366.39,0.68
sobre_todo_barrio,la Vila de Gràcia,"Sant Pere, Santa Caterina i la Ribera",37.0,2.47
sobre_todo_barrio,la Vila de Gràcia,el Barri Gòtic,62.17,2.25
sobre_todo_barrio,la Vila de Gràcia,el Coll,21.5,1.29
sobre_todo_barrio,la Vila de Gràcia,el Putxet i el Farró,73.56,1.05
sobre_todo_barrio,la Vila de Gràcia,el Raval,42.27,2.04
sobre_todo_barrio,la Vila de Gràcia,l'Antiga Esquerra de l'Eixample,112.94,0.79
sobre_todo_barrio,la Vila de Gràcia,la Dreta de l'Eixample,575.49,0.56
sobre_todo_barrio,la Vila de Gràcia,la Maternitat i Sant Ramon,90.0,3.56
sobre_todo_barrio,la Vila de Gràcia,les Corts,197.12,1.92
sobre_todo_barrio,les Corts,la Maternitat i Sant Ramon,93.31,0.94
sobre_todo_barrio,les Tres Torres,Sarrià,23.04,0.45
solo_barrio,Can Baró,la Vall d'Hebron,23.21,2.32
solo_barrio,Hostafrancs,la Font de la Guatlla,42.3,0.2
solo_barrio,Hostafrancs,la Marina de Port,25.0,1.79
solo_barrio,Hostafrancs,la Maternitat i Sant Ramon,28.0,1.88
solo_barrio,Navas,Provençals del Poblenou,25.82,1.65
solo_barrio,Provençals del Poblenou,el Poblenou,22.0,0.17
solo_barrio,Sant Andreu,Porta,34.89,0.62
solo_barrio,Sant Antoni,Hostafrancs,146.54,0.84
solo_barrio,Sant Antoni,el Barri Gòtic,30.0,1.42
solo_barrio,Sant Antoni,el Poble Sec,110.5,0.35
solo_barrio,Sant Antoni,el Raval,794.92,0.59
solo_barrio,Sant Antoni,l'Antiga Esquerra de l'Eixample,93.53,0.22
solo_barrio,Sant Antoni,la Barceloneta,31.0,2.84
solo_barrio,Sant Antoni,la Dreta de l'Eixample,25.48,0.45
solo_barrio,Sant Antoni,la Maternitat i Sant Ramon,25.0,3.92
solo_barrio,Sant Antoni,la Nova Esquerra de l'Eixample,144.94,0.3
solo_barrio,Sant Gervasi - Galvany,Sant Gervasi - la Bonanova,27.0,0.36
solo_barrio,Sant Gervasi - Galvany,la Maternitat i Sant Ramon,26.05,2.15
solo_barrio,Sant Gervasi - Galvany,les Corts,125.85,1.28
solo_barrio,Sant Gervasi - la Bonanova,Sarrià,29.71,1.19
solo_barrio,Sant Martí de Provençals,Provençals del Poblenou,39.0,0.98
solo_barrio,"Sant Pere, Santa Caterina i la Ribera",Diagonal Mar i el Front Marítim del Poblenou,46.0,4.12
solo_barrio,"Sant Pere, Santa Caterina i la Ribera",el Barri Gòtic,263.37,0.16
solo_barrio,"Sant Pere, Santa Caterina i la Ribera",la Barceloneta,69.55,1.48
solo_barrio,Sants,Hostafrancs,28.0,0.45
solo_barrio,Sants,la Maternitat i Sant Ramon,66.0,1.46
solo_barrio,Sants,les Corts,44.0,1.34
solo_barrio,Sants - Badal,Sants,35.0,1.11
solo_barrio,Sants - Badal,la Maternitat i Sant Ramon,99.57,1.08
solo_barrio,Vallcarca i els Penitents,Sarrià,24.75,2.31
solo_barrio,Vallcarca i els Penitents,"Vallvidrera, el Tibidabo i les Planes",21.2,2.58
solo_barrio,el Baix Guinardó,el Guinardó,30.28,1.03
solo_barrio,el Baix Guinardó,la Dreta de l'Eixample,33.72,1.69
solo_barrio,el Barri Gòtic,el Raval,36.0,0.05
solo_barrio,el Barri Gòtic,la Barceloneta,33.0,1.89
solo_barrio,el Besòs i el Maresme,Diagonal Mar i el Front Marítim del Poblenou,42.0,0.48
solo_barrio,el Camp d'en Grassot i Gràcia Nova,Diagonal Mar i el Front Marítim del Poblenou,30.0,4.44
solo_barrio,el Camp d'en Grassot i Gràcia Nova,el Barri Gòtic,89.0,2.22
solo_barrio,el Camp d'en Grassot i Gràcia Nova,el Raval,20.4,2.73
solo_barrio,el Camp d'en Grassot i Gràcia Nova,la Dreta de l'Eixample,235.17,1.22
solo_barrio,el Camp de l'Arpa del Clot,Diagonal Mar i el Front Marítim del Poblenou,100.0,2.79
solo_barrio,el Camp de l'Arpa del Clot,Navas,38.88,0.95
solo_barrio,el Camp de l'Arpa del Clot,Provençals del Poblenou,102.36,1.69
solo_barrio,el Camp de l'Arpa del Clot,el Guinardó,22.92,0.29
solo_barrio,el Camp de l'Arpa del Clot,el Parc i la Llacuna del Poblenou,54.28,1.4
solo_barrio,el Camp de l'Arpa del Clot,el Poblenou,96.28,1.75
solo_barrio,el Carmel,la Vall d'Hebron,35.04,1.66
solo_barrio,el Clot,el Poblenou,22.0,0.92
solo_barrio,el Fort Pienc,Diagonal Mar i el Front Marítim del Poblenou,35.0,3.28
solo_barrio,el Fort Pienc,"Sant Pere, Santa Caterina i la Ribera",121.98,1.12
solo_barrio,el Fort Pienc,el Parc i la Llacuna del Poblenou,378.4,0.88
solo_barrio,el Fort Pienc,el Poblenou,27.0,1.52
solo_barrio,el Fort Pienc,la Barceloneta,38.0,2.04
solo_barrio,el Fort Pienc,la Dreta de l'Eixample,222.4,0.6
solo_barrio,el Guinardó,Diagonal Mar i el Front Marítim del Poblenou,38.0,4.03
solo_barrio,el Guinardó,Navas,20.95,1.01
solo_barrio,el Guinardó,Provençals del Poblenou,23.0,2.52
solo_barrio,el Parc i la Llacuna del Poblenou,"Sant Pere, Santa Caterina i la Ribera",39.0,0.55
solo_barrio,el Parc i la Llacuna del Poblenou,el Poblenou,35.0,0.63
solo_barrio,el Parc i la Llacuna del Poblenou,la Barceloneta,23.0,1.03
solo_barrio,el Parc i la Llacuna del Poblenou,la Vila Olímpica del Poblenou,53.0,0.12
solo_barrio,el Poble Sec,Diagonal Mar i el Front Marítim del Poblenou,53.0,5.86
solo_barrio,el Poble Sec,Hostafrancs,61.85,0.69
solo_barrio,el Poble Sec,Sant Antoni,24.74,0.12
solo_barrio,el Poble Sec,el Raval,485.69,0.79
solo_barrio,el Poble Sec,la Barceloneta,43.0,1.88
solo_barrio,el Poble Sec,la Marina del Prat Vermell,21.0,6.33
solo_barrio,el Poble Sec,la Maternitat i Sant Ramon,40.0,4.34
solo_barrio,el Poblenou,Diagonal Mar i el Front Marítim del Poblenou,167.48,0.33
solo_barrio,el Putxet i el Farró,Sant Gervasi - Galvany,33.0,0.37
solo_barrio,el Putxet i el Farró,Sant Gervasi - la Bonanova,27.19,0.68
solo_barrio,el Putxet i el Farró,la Maternitat i Sant Ramon,27.0,3.55
solo_barrio,el Putxet i el Farró,les Corts,57.0,1.96
solo_barrio,el Raval,el Barri Gòtic,22.0,0.52
solo_barrio,el Raval,la Barceloneta,45.72,1.94
solo_barrio,l'Antiga Esquerra de l'Eixample,Diagonal Mar i el Front Marítim del Poblenou,57.0,5.72
solo_barrio,l'Antiga Esquerra de l'Eixample,Sant Antoni,32.68,0.11
solo_barrio,l'Antiga Esquerra de l'Eixample,Sant Gervasi - Galvany,42.27,0.2
solo_barrio,l'Antiga Esquerra de l'Eixample,el Barri Gòtic,105.36,1.72
solo_barrio,l'Antiga Esquerra de l'Eixample,el Raval,240.83,1.05
solo_barrio,l'Antiga Esquerra de l'Eixample,la Barceloneta,35.0,3.18
solo_barrio,l'Antiga Esquerra de l'Eixample,la Dreta de l'Eixample,113.96,0.35
solo_barrio,l'Antiga Esquerra de l'Eixample,la Maternitat i Sant Ramon,56.0,3.45
solo_barrio,l'Antiga Esquerra de l'Eixample,la Nova Esquerra de l'Eixample,89.71,0.45
solo_barrio,l'Antiga Esquerra de l'Eixample,les Corts,130.0,0.95
solo_barrio,la Barceloneta,"Sant Pere, Santa Caterina i la Ribera",168.14,0.59
solo_barrio,la Bordeta,Sants,28.47,0.46
solo_barrio,la Bordeta,la Font de la Guatlla,30.0,0.5
solo_barrio,la Bordeta,la Marina de Port,25.0,1.19
solo_barrio,la Dreta de l'Eixample,Diagonal Mar i el Front Marítim del Poblenou,112.82,4.6
solo_barrio,la Dreta de l'Eixample,"Sant Pere, Santa Caterina i la Ribera",72.66,0.5
solo_barrio,la Dreta de l'Eixample,el Barri Gòtic,797.37,1.07
solo_barrio,la Dreta de l'Eixample,el Fort Pienc,31.74,0.3
solo_barrio,la Dreta de l'Eixample,el Raval,254.28,0.74
solo_barrio,la Dreta de l'Eixample,l'Antiga Esquerra de l'Eixample,101.36,0.14
solo_barrio,la Dreta de l'Eixample,la Barceloneta,143.0,2.75
solo_barrio,la Font de la Guatlla,Hostafrancs,40.0,0.89
solo_barrio,la Font de la Guatlla,la Marina de Port,23.1,1.48
solo_barrio,la Nova Esquerra de l'Eixample,Diagonal Mar i el Front Marítim del Poblenou,22.0,6.08
solo_barrio,la Nova Esquerra de l'Eixample,Hostafrancs,334.85,0.57
solo_barrio,la Nova Esquerra de l'Eixample,Sants,53.96,0.48
solo_barrio,la Nova Esquerra de l'Eixample,el Barri Gòtic,44.24,1.94
solo_barrio,la Nova Esquerra de l'Eixample,el Raval,68.63,1.58
solo_barrio,la Nova Esquerra de l'Eixample,l'Antiga Esquerra de l'Eixample,73.48,0.2
solo_barrio,la Nova Esquerra de l'Eixample,la Maternitat i Sant Ramon,89.0,2.22
solo_barrio,la Nova Esquerra de l'Eixample,les Corts,77.35,0.69
