id,host_id,host_perfil,regimen,cesion_entera,estado_actividad,sujeto_a_ley_vut,motivo_exclusion,neighbourhood_group,neighbourhood,room_type,property_type,accommodates,bedrooms,minimum_nights,uso_turistico,borde_31_noches,licencia_regional,vivienda_id,anuncios_de_la_vivienda,es_repeticion,precio_anuncio,precio_por_plaza,precio_plaza_anual,banda_plaza,factor_temporada,number_of_reviews_ltm,availability_365,license,situacion,sujeto_a_vut,sin_licencia,actividad_reciente
36763,158596.0,solo_sin_licencia,sin_declarar,False,inactivo,False,no_es_cesion_entera,Ciutat Vella,la Barceloneta,Private room,Private room in rental unit,1.0,,31.0,True,True,,anuncio:36763,1,False,43.24,43.24,36.39,€,1.188,0,38,,sin_declarar,False,False,False
71520,366428.0,solo_con_licencia,vivienda_uso_turistico,True,inactivo,False,sin_actividad,Gràcia,Vallcarca i els Penitents,Entire home/apt,Entire rental unit,9.0,3.0,5.0,True,False,HUTB-007966,HUTB-007966,1,False,417.8,46.42,39.07,€,1.188,0,363,Barcelona - Regional registration number<br />HUTB-007966,licencia_verificada,True,False,False
71736,368317.0,solo_sin_licencia,sin_declarar,True,inactivo,False,sin_actividad,Ciutat Vella,el Raval,Entire home/apt,Entire rental unit,5.0,4.0,31.0,True,True,Exempt - seasonal rental,anuncio:71736,1,False,107.61,21.52,18.11,€,1.188,0,361,Spain - National registration number<br />ESFCNT00000805600004336500000000000000000000000000009<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,True,False,False
136670,610674.0,,sin_declarar,False,activo,False,no_es_cesion_entera,Les Corts,Pedralbes,Private room,Private room in rental unit,1.0,,32.0,False,False,Exempt - seasonal rental,anuncio:136670,1,False,51.12,51.12,43.03,€€,1.188,7,363,Barcelona - Regional registration number<br />Exempt - seasonal rental<br /><br />Spain - National registration number<br />ESHFNT00000806000011522900400000000000000000000000008,exencion_declarada,False,False,True
144471,700165.0,solo_sin_licencia,sin_declarar,False,activo,False,no_es_cesion_entera,Eixample,Sant Antoni,Private room,Private room in rental unit,2.0,,3.0,True,False,,anuncio:144471,1,False,131.0,65.5,55.13,€€,1.188,14,61,,sin_declarar,False,False,True
144801,701493.0,,sin_declarar,True,inactivo,False,estancia_de_32_noches,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,Entire rental unit,2.0,1.0,32.0,False,False,Exempt - seasonal rental,anuncio:144801,1,False,59.59,29.8,25.08,€,1.188,0,83,Spain - National registration number<br />ESFCNT00000805400000857500000000000000000000000000001<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,False
147275,711907.0,sin_anuncios_turisticos,sin_declarar,False,activo,False,no_es_cesion_entera,Horta-Guinardó,el Guinardó,Private room,Private room in rental unit,1.0,,31.0,True,True,Exempt - seasonal rental,anuncio:147275,1,False,16.92,16.92,14.24,€,1.188,3,226,Spain - National registration number<br />Exempt - tourist apartment<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,False
183650,880805.0,solo_sin_licencia,sin_declarar,False,inactivo,False,no_es_cesion_entera,Eixample,Sant Antoni,Private room,Private room in rental unit,1.0,1.0,1.0,True,False,,anuncio:183650,1,False,142.0,142.0,119.52,€€€,1.188,0,343,,sin_declarar,False,False,False
190348,919480.0,solo_sin_licencia,sin_declarar,False,inactivo,False,no_es_cesion_entera,Les Corts,Pedralbes,Private room,Private room in rental unit,2.0,,7.0,True,False,,anuncio:190348,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
256354,1348378.0,solo_sin_licencia,sin_declarar,False,activo,False,no_es_cesion_entera,Gràcia,Vallcarca i els Penitents,Private room,Private room in rental unit,1.0,,31.0,True,True,,anuncio:256354,1,False,,,,,1.188,4,23,,sin_declarar,False,False,True
274156,1447144.0,mixto,sin_declarar,True,inactivo,False,sin_actividad,Sants-Montjuïc,el Poble Sec,Entire home/apt,Entire rental unit,3.0,2.0,1.0,True,False,,anuncio:274156,1,False,263.0,87.67,73.79,€€€,1.188,0,365,Spain - National registration number<br />ESFCTU00000806900024325300000000000000000HUTB-0002190,hutb_no_verificable,True,False,False
275350,1435464.0,mixto,sin_declarar,True,activo,False,estancia_de_32_noches,Ciutat Vella,el Raval,Entire home/apt,Entire serviced apartment,5.0,3.0,32.0,False,False,Exempt - seasonal rental,anuncio:275350,1,False,124.2,24.84,20.91,€,1.188,2,342,Spain - National registration number<br />ESFCNT00000805600074468200000000000000000000000000009<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,True
288034,1447144.0,mixto,vivienda_uso_turistico,True,inactivo,False,sin_actividad,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,Entire rental unit,2.0,1.0,30.0,True,False,HUTB-000166,HUTB-000166,6,False,88.13,44.06,37.08,€,1.188,0,365,Barcelona - Regional registration number<br />HUTB-000166,licencia_verificada,True,False,False
290535,1447144.0,mixto,sin_declarar,True,activo,False,estancia_de_32_noches,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,Entire rental unit,6.0,3.0,32.0,False,False,,anuncio:290535,1,False,174.47,29.08,24.48,€,1.188,1,349,Spain - National registration number<br />ESFCNT00000811900012192800000000000000000000000000001,sin_declarar,False,False,False
341563,1447144.0,mixto,vivienda_uso_turistico,True,inactivo,False,estancia_de_32_noches,Les Corts,les Corts,Entire home/apt,Entire rental unit,2.0,1.0,32.0,False,False,HUTB-008594,HUTB-008594,3,False,84.68,42.34,35.64,€,1.188,0,365,Barcelona - Regional registration number<br />HUTB-008594,licencia_verificada,False,False,False
347824,1447144.0,mixto,vivienda_uso_turistico,True,inactivo,False,sin_actividad,Ciutat Vella,la Barceloneta,Entire home/apt,Entire rental unit,3.0,1.0,2.0,True,False,HUTB-076700,HUTB-076700,1,False,302.5,100.83,84.87,€€€,1.188,0,365,Barcelona - Regional registration number<br />HUTB-076700,licencia_verificada,True,False,False
353640,1791076.0,solo_sin_licencia,sin_declarar,True,inactivo,False,sin_actividad,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,Entire rental unit,3.0,2.0,1.0,True,False,,anuncio:353640,1,False,286.0,95.33,80.24,€€€,1.188,0,233,,sin_declarar,True,False,False
370665,1447144.0,mixto,sin_declarar,True,inactivo,False,estancia_de_32_noches,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,Entire rental unit,6.0,3.0,32.0,False,False,,anuncio:370665,1,False,144.48,24.08,20.27,€,1.188,0,365,Spain - National registration number<br />ESFCNT00000811900012192800000000000000000000000000001,sin_declarar,False,False,False
373667,1447144.0,mixto,sin_declarar,True,inactivo,False,sin_actividad,Ciutat Vella,el Barri Gòtic,Entire home/apt,Entire rental unit,3.0,1.0,1.0,True,False,,anuncio:373667,1,False,354.0,118.0,99.32,€€€,1.188,0,365,Spain - National registration number<br />ESFCTU00000811900005761600000000000000HUTB-076698-539,hutb_no_verificable,True,False,False
384063,1447144.0,mixto,sin_declarar,True,inactivo,False,sin_actividad,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,6.0,3.0,1.0,True,False,,anuncio:384063,1,False,446.0,74.33,62.56,€€,1.188,0,365,Spain - National registration number<br />ESFCTU00000807300019823900000000000000000HUTB-0024220,hutb_no_verificable,True,False,False
384464,674212.0,solo_con_licencia,vivienda_uso_turistico,True,inactivo,False,sin_actividad,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,4.0,1.0,1.0,True,False,HUTB-011183,HUTB-011183,2,False,400.0,100.0,84.17,€€€,1.188,0,302,Barcelona - Regional registration number<br />HUTB-011183<br /><br />Spain - National registration number<br />ESFCTU00000805400050315500000000000000000HUTB-0111834,licencia_verificada,True,False,False
424294,1447144.0,mixto,vivienda_uso_turistico,True,inactivo,False,sin_actividad,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,Entire rental unit,4.0,1.0,2.0,True,False,HUTB-002791,HUTB-002791,2,False,325.5,81.38,68.49,€€,1.188,0,365,Barcelona - Regional registration number<br />HUTB-002791,licencia_verificada,True,False,False
438102,2176121.0,solo_sin_licencia,sin_declarar,False,inactivo,False,no_es_cesion_entera,Eixample,el Fort Pienc,Private room,Private room in rental unit,1.0,,31.0,True,True,,anuncio:438102,1,False,45.51,45.51,38.3,€,1.188,0,175,,sin_declarar,False,False,False
443110,2201772.0,solo_con_licencia,vivienda_uso_turistico,True,inactivo,False,sin_actividad,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,Entire serviced apartment,3.0,2.0,1.0,True,False,HUTB-009761,HUTB-009761,1,False,205.0,68.33,57.51,€€,1.188,0,111,Spain - National registration number<br />ESFCTU00A00806000017771500000000000000000HUTB-0097614<br /><br />Barcelona - Regional registration number<br />HUTB-009761,licencia_verificada,True,False,False
502436,2262273.0,solo_sin_licencia,sin_declarar,True,inactivo,False,estancia_de_32_noches,Ciutat Vella,el Barri Gòtic,Entire home/apt,Entire rental unit,4.0,2.0,32.0,False,False,,anuncio:502436,1,False,72.9,18.23,15.34,€,1.188,0,175,,sin_declarar,False,False,False
504657,1447144.0,mixto,sin_declarar,True,inactivo,False,sin_actividad,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,Entire rental unit,5.0,3.0,1.0,True,False,,anuncio:504657,1,False,262.47,52.49,44.18,€€,1.188,0,364,Spain - National registration number<br />ESFCTU00000805400004868700000000000000000HUTB-0001924,hutb_no_verificable,True,False,False
511739,1447144.0,mixto,sin_declarar,True,inactivo,False,sin_actividad,Eixample,la Sagrada Família,Entire home/apt,Entire rental unit,5.0,2.0,1.0,True,False,,anuncio:511739,1,False,286.0,57.2,48.14,€€,1.188,0,363,Spain - National registration number<br />ESFCTU00000807300023784600000000000000000HUTB-0019231,hutb_no_verificable,True,False,False
512387,1447144.0,mixto,sin_declarar,True,inactivo,False,sin_actividad,Eixample,la Sagrada Família,Entire home/apt,Entire rental unit,5.0,2.0,2.0,True,False,,anuncio:512387,1,False,302.5,60.5,50.92,€€,1.188,0,363,Spain - National registration number<br />ESFCTU00000807300023784600000000000000000HUTB-0019156,hutb_no_verificable,True,False,False
519316,2555877.0,,sin_declarar,True,activo,False,estancia_de_32_noches,Eixample,Sant Antoni,Entire home/apt,Entire rental unit,3.0,2.0,32.0,False,False,,anuncio:519316,1,False,51.59,17.2,14.48,€,1.188,1,37,,sin_declarar,False,False,False
536440,2635405.0,solo_sin_licencia,vivienda_uso_turistico,False,inactivo,False,no_es_cesion_entera,Horta-Guinardó,el Baix Guinardó,Private room,Private room in condo,1.0,,31.0,True,True,HUTB-010944,HUTB-010944,1,False,,,,,1.188,0,0,Barcelona - Regional registration number<br />HUTB-010944,licencia_no_encontrada,False,False,False
546165,2685251.0,sin_anuncios_turisticos,sin_declarar,False,activo,False,no_es_cesion_entera,Sant Martí,el Poblenou,Private room,Private room in guest suite,2.0,,31.0,True,True,Exempt - seasonal rental,anuncio:546165,1,False,,,,,1.188,2,0,Spain - National registration number<br />ESHFNT00000807200081463700100000000000000000000000003<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,False
548052,1447144.0,mixto,sin_declarar,True,inactivo,False,sin_actividad,Eixample,la Sagrada Família,Entire home/apt,Entire rental unit,5.0,2.0,1.0,True,False,,anuncio:548052,1,False,286.0,57.2,48.14,€€,1.188,0,365,Spain - National registration number<br />ESFCTU00000807300023784600000000000000000HUTB-0019224,hutb_no_verificable,True,False,False
548085,1447144.0,mixto,sin_declarar,True,inactivo,False,sin_actividad,Eixample,la Sagrada Família,Entire home/apt,Entire rental unit,3.0,1.0,2.0,True,False,,anuncio:548085,1,False,302.5,100.83,84.87,€€€,1.188,0,365,Spain - National registration number<br />ESFCTU00000807300023784600000000000000000HUTB-0019149,hutb_no_verificable,True,False,False
554955,368317.0,solo_sin_licencia,sin_declarar,True,inactivo,False,sin_actividad,Ciutat Vella,el Raval,Entire home/apt,Entire rental unit,5.0,4.0,31.0,True,True,Exempt - seasonal rental,anuncio:554955,1,False,107.61,21.52,18.11,€,1.188,0,361,Spain - National registration number<br />ESFCNT00000805600004336500000000000000000000000000009<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,True,False,False
559801,2751629.0,,sin_declarar,False,inactivo,False,no_es_cesion_entera,Sant Andreu,Navas,Private room,Private room in rental unit,2.0,,180.0,False,False,,anuncio:559801,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
562020,368317.0,solo_sin_licencia,sin_declarar,True,inactivo,False,sin_actividad,Ciutat Vella,el Raval,Entire home/apt,Entire rental unit,3.0,1.0,31.0,True,True,Exempt - seasonal rental,anuncio:562020,1,False,54.06,18.02,15.17,€,1.188,0,359,Spain - National registration number<br />ESFCNT00000805600030729000000000000000000000000000009<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,True,False,False
568129,2795488.0,,sin_declarar,False,activo,False,no_es_cesion_entera,Eixample,la Nova Esquerra de l'Eixample,Private room,Private room in rental unit,2.0,,32.0,False,False,Exempt - seasonal rental,anuncio:568129,1,False,39.25,19.62,16.51,€,1.188,4,258,Spain - National registration number<br />ESHFNT00000806700019494000100000000000000000000000005<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,True
568185,2795488.0,,sin_declarar,False,activo,False,no_es_cesion_entera,Eixample,la Nova Esquerra de l'Eixample,Private room,Private room in rental unit,2.0,,32.0,False,False,Exempt - seasonal rental,anuncio:568185,1,False,39.57,19.78,16.65,€,1.188,2,358,Spain - National registration number<br />ESHFNT00000806700019494000200000000000000000000000004<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,True
572646,265165.0,,sin_declarar,True,activo,False,estancia_de_32_noches,Ciutat Vella,la Barceloneta,Entire home/apt,Entire rental unit,2.0,1.0,32.0,False,False,Exempt - seasonal rental,anuncio:572646,1,False,64.59,32.3,27.19,€,1.188,6,265,Spain - National registration number<br />ESFCNT00000811900019034400000000000000000000000000009<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,True
576046,2833463.0,sin_anuncios_turisticos,sin_declarar,False,activo,False,no_es_cesion_entera,Eixample,la Sagrada Família,Private room,Private room in rental unit,1.0,,31.0,True,True,Exempt - seasonal rental,anuncio:576046,1,False,36.88,36.88,31.04,€,1.188,14,270,Spain - National registration number<br />ESHFNT00000807300004053800100000000000000000000000005<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,True
585872,1447144.0,mixto,vivienda_uso_turistico,True,sin_confirmar,False,estancia_de_32_noches,Ciutat Vella,la Barceloneta,Entire home/apt,Entire rental unit,3.0,1.0,32.0,False,False,HUTB-076696,HUTB-076696,2,False,263.59,87.86,73.95,€€€,1.188,0,365,Spain - National registration number<br />ESFCTU00000801900021047900000000000000HUTB-076698-537<br /><br />Barcelona - Regional registration number<br />HUTB-076696,licencia_verificada,False,False,False
587203,2895402.0,,sin_declarar,False,inactivo,False,no_es_cesion_entera,Sant Martí,el Poblenou,Private room,Private room in rental unit,2.0,1.0,32.0,False,False,,anuncio:587203,1,False,,,,,1.188,0,36,Spain - National registration number<br />ESHFNT00000807200002789100100000000000000000000000001,sin_declarar,False,False,False
594235,2934588.0,solo_con_licencia,vivienda_uso_turistico,True,inactivo,False,sin_actividad,Gràcia,la Vila de Gràcia,Entire home/apt,Entire rental unit,2.0,2.0,7.0,True,False,HUTB-007671,HUTB-007671,1,False,,,,,1.188,0,0,Barcelona - Regional registration number<br />HUTB-007671,licencia_verificada,True,False,False
617704,1447144.0,mixto,sin_declarar,True,sin_confirmar,False,estancia_de_32_noches,Eixample,la Sagrada Família,Entire home/apt,Entire rental unit,3.0,1.0,32.0,False,False,,anuncio:617704,1,False,86.32,28.77,24.21,€,1.188,0,365,Spain - National registration number<br />ESFCNT00000811900002088700000000000000000000000000003,sin_declarar,False,False,False
619728,2439400.0,mixto,vivienda_uso_turistico,True,inactivo,False,sin_actividad,Eixample,la Sagrada Família,Entire home/apt,Entire rental unit,4.0,2.0,2.0,True,False,HUTB-000025,HUTB-000025,1,False,428.0,107.0,90.06,€€€,1.188,0,305,Spain - National registration number<br />ESFCTU00000807300008451800000000000000000HUTB-0000259<br /><br />Barcelona - Regional registration number<br />HUTB-000025,licencia_verificada,True,False,False
648112,3250864.0,solo_sin_licencia,sin_declarar,False,inactivo,False,no_es_cesion_entera,Eixample,la Nova Esquerra de l'Eixample,Private room,Private room in rental unit,2.0,,2.0,True,False,,anuncio:648112,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
667248,1646166.0,solo_sin_licencia,sin_declarar,False,inactivo,False,no_es_cesion_entera,Eixample,la Dreta de l'Eixample,Private room,Private room in rental unit,2.0,,7.0,True,False,,anuncio:667248,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
670956,3400078.0,solo_sin_licencia,sin_declarar,False,inactivo,False,no_es_cesion_entera,Sant Martí,el Poblenou,Private room,Private room in rental unit,3.0,,2.0,True,False,,anuncio:670956,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
675175,3429484.0,,sin_declarar,False,sin_confirmar,False,no_es_cesion_entera,Nou Barris,la Prosperitat,Private room,Private room in floor,1.0,,90.0,False,False,,anuncio:675175,1,False,9.62,9.62,8.1,€,1.188,0,267,,sin_declarar,False,False,False
684639,3297466.0,sin_anuncios_turisticos,sin_declarar,False,activo,False,no_es_cesion_entera,Eixample,la Nova Esquerra de l'Eixample,Private room,Private room in rental unit,1.0,,31.0,True,True,Exempt - seasonal rental,anuncio:684639,1,False,38.74,38.74,32.61,€,1.188,8,111,Spain - National registration number<br />ESHFNT00000806000013067300300000000000000000000000009<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,True
684643,3297466.0,sin_anuncios_turisticos,sin_declarar,False,activo,False,no_es_cesion_entera,Eixample,la Nova Esquerra de l'Eixample,Private room,Private room in rental unit,1.0,,31.0,True,True,Exempt - seasonal rental,anuncio:684643,1,False,30.48,30.48,25.65,€,1.188,4,320,Spain - National registration number<br />ESHFNT00000806000013067300200000000000000000000000000<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,False
696301,3565553.0,solo_sin_licencia,sin_declarar,False,inactivo,False,no_es_cesion_entera,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Private room,Private room in rental unit,2.0,2.0,1.0,True,False,,anuncio:696301,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
703973,3615168.0,mixto,vivienda_uso_turistico,True,inactivo,False,sin_actividad,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,3.0,2.0,3.0,True,False,HUTB-005378,HUTB-005378,1,False,,,,,1.188,0,0,Spain - National registration number<br />ESHFTU00000805400043229501600000000000000HUTB-0053789<br /><br />Barcelona - Regional registration number<br />HUTB-005378,licencia_verificada,True,False,False
703978,3615168.0,mixto,vivienda_uso_turistico,True,inactivo,False,sin_actividad,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,4.0,2.0,3.0,True,False,HUTB-001298,HUTB-001298,1,False,,,,,1.188,0,0,Spain - National registration number<br />ESHFTU00000805400043229501300000000000000HUTB-0012987<br /><br />Barcelona - Regional registration number<br />HUTB-001298,licencia_verificada,True,False,False
721473,3724467.0,mixto,vivienda_uso_turistico,True,inactivo,False,sin_actividad,Eixample,el Fort Pienc,Entire home/apt,Entire rental unit,4.0,2.0,1.0,True,False,HUTB010318,HUTB010318,1,False,250.0,62.5,52.6,€€,1.188,0,130,Barcelona - Regional registration number<br />HUTB010318<br /><br />Spain - National registration number<br />ESHFTU00000807300099439801900000000000000HUTB-0103182,licencia_verificada,True,False,False
721510,3724467.0,mixto,vivienda_uso_turistico,True,inactivo,False,sin_actividad,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,6.0,2.0,2.0,True,False,HUTB007880,HUTB007880,1,False,222.75,37.12,31.24,€,1.188,0,125,Barcelona - Regional registration number<br />HUTB007880<br /><br />Spain - National registration number<br />ESHFTU00000805400024976301300000000000000HUTB-0078804,licencia_verificada,True,False,False
721512,3724467.0,mixto,sin_declarar,True,inactivo,False,sin_actividad,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,6.0,2.0,2.0,True,False,,anuncio:721512,1,False,306.0,51.0,42.93,€€,1.188,0,126,,sin_declarar,True,False,False
723462,2748428.0,solo_con_licencia,sin_declarar,True,activo,False,estancia_de_32_noches,Ciutat Vella,la Barceloneta,Entire home/apt,Entire rental unit,4.0,2.0,32.0,False,False,Exempt - seasonal rental,anuncio:723462,1,False,83.82,20.96,17.64,€,1.188,1,83,Spain - National registration number<br />ESFCNT00000811900008448300000000000000000000000000005<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,False
731049,3803356.0,sin_anuncios_turisticos,sin_declarar,False,activo,False,no_es_cesion_entera,Sants-Montjuïc,Sants - Badal,Private room,Private room in rental unit,1.0,,60.0,False,False,Exempt - seasonal rental,anuncio:731049,1,False,12.87,12.87,10.83,€,1.188,1,247,Spain - National registration number<br />ESHFNT00000806500055319400100000000000000000000000003<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,False
748693,3102808.0,,sin_declarar,False,activo,False,no_es_cesion_entera,Ciutat Vella,el Raval,Private room,Private room in rental unit,1.0,,32.0,False,False,Exempt - seasonal rental,anuncio:748693,1,False,26.84,26.84,22.59,€,1.188,1,351,Spain - National registration number<br />ESHFNT00000805600055417500100000000000000000000000003<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,False
750066,3193594.0,mixto,vivienda_uso_turistico,True,inactivo,False,sin_actividad,Eixample,Sant Antoni,Entire home/apt,Entire rental unit,2.0,1.0,4.0,True,False,HUTB-004433,HUTB-004433,1,False,221.0,110.5,93.0,€€€,1.188,0,16,Barcelona - Regional registration number<br />HUTB-004433<br /><br />Spain - National registration number<br />ESFCTU00000806900021566300000000000000000HUTB-0044330,licencia_verificada,True,False,False
756588,3102808.0,,sin_declarar,False,inactivo,False,no_es_cesion_entera,Ciutat Vella,el Raval,Private room,Private room in rental unit,2.0,,32.0,False,False,Exempt - seasonal rental,anuncio:756588,1,False,47.73,23.86,20.08,€,1.188,0,340,Spain - National registration number<br />ESHFNT00000805600055417500100000000000000000000000003<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,False
820497,491007.0,solo_con_licencia,sin_declarar,True,activo,False,estancia_de_32_noches,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,Entire rental unit,3.0,2.0,32.0,False,False,,anuncio:820497,1,False,82.28,27.43,23.09,€,1.188,1,85,,sin_declarar,False,False,False
827250,3912625.0,,sin_declarar,True,activo,False,estancia_de_32_noches,Gràcia,el Camp d'en Grassot i Gràcia Nova,Entire home/apt,Entire loft,4.0,2.0,32.0,False,False,,anuncio:827250,1,False,80.68,20.17,16.98,€,1.188,6,238,,sin_declarar,False,False,True
840123,4269183.0,solo_con_licencia,vivienda_uso_turistico,True,activo,False,repeticion_de_vivienda,Les Corts,la Maternitat i Sant Ramon,Entire home/apt,Entire rental unit,2.0,1.0,3.0,True,False,HUTB-007730,HUTB-007730,2,True,,,,,1.188,38,210,Barcelona - Regional registration number<br />HUTB-007730<br /><br />Spain - National registration number<br />ESFCTU00000808300044994100000000000000000HUTB-0077301,licencia_verificada,True,False,True
849035,1432736.0,solo_sin_licencia,sin_declarar,True,inactivo,False,sin_actividad,Eixample,el Fort Pienc,Entire home/apt,Entire rental unit,5.0,2.0,3.0,True,False,,anuncio:849035,1,False,,,,,1.188,0,0,,sin_declarar,True,False,False
856159,4460420.0,solo_sin_licencia,sin_declarar,False,activo,False,no_es_cesion_entera,Sant Martí,el Poblenou,Private room,Private room in home,3.0,,30.0,True,False,,anuncio:856159,1,False,,,,,1.188,6,19,,sin_declarar,False,False,True
895091,4585497.0,solo_con_licencia,vivienda_uso_turistico,True,inactivo,False,sin_actividad,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,Entire rental unit,6.0,3.0,1.0,True,False,HUTB-001085,HUTB-001085,1,False,329.04,54.84,46.16,€€,1.188,0,184,Spain - National registration number<br />ESFCTU00000806000012266100000000000000000HUTB-0010850<br /><br />Barcelona - Regional registration number<br />HUTB-001085,licencia_verificada,True,False,False
900045,4805453.0,sin_anuncios_turisticos,sin_declarar,False,activo,False,no_es_cesion_entera,Sant Martí,el Parc i la Llacuna del Poblenou,Private room,Private room in rental unit,2.0,,31.0,True,True,Exempt - seasonal rental,anuncio:900045,1,False,44.45,22.22,18.7,€,1.188,3,359,Spain - National registration number<br />ESHFNT00000811900001522700100000000000000000000000003<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,True
912414,4895881.0,solo_con_licencia,vivienda_uso_turistico,True,inactivo,False,sin_actividad,Sants-Montjuïc,Hostafrancs,Entire home/apt,Entire condo,2.0,1.0,5.0,True,False,HUTB-008378,HUTB-008378,1,False,285.4,142.7,120.11,€€€€,1.188,0,340,Barcelona - Regional registration number<br />HUTB-008378<br /><br />Spain - National registration number<br />ESFCTU0000080680002544810000000000000000HUTB008378681,licencia_verificada,True,False,False
918907,3310089.0,solo_sin_licencia,sin_declarar,True,inactivo,False,sin_actividad,Sarrià-Sant Gervasi,el Putxet i el Farró,Entire home/apt,Entire rental unit,3.0,2.0,6.0,True,False,,anuncio:918907,1,False,82.88,27.63,23.26,€,1.188,0,221,,sin_declarar,True,False,False
928725,2769731.0,,sin_declarar,True,activo,False,estancia_de_32_noches,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,Entire rental unit,2.0,1.0,32.0,False,False,Exempt - seasonal rental,anuncio:928725,1,False,59.56,29.78,25.06,€,1.188,2,346,Spain - National registration number<br />Exempt - tourist apartment<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,True
1034761,5695022.0,solo_con_licencia,vivienda_uso_turistico,True,inactivo,False,sin_actividad,Sant Martí,el Poblenou,Entire home/apt,Entire rental unit,4.0,2.0,1.0,True,False,HUTB-001825,HUTB-001825,1,False,353.67,88.42,74.42,€€€,1.188,0,220,Barcelona - Regional registration number<br />HUTB-001825<br /><br />Spain - National registration number<br />ESFCTU000008072000702057000000000000000HUBT-001825875,licencia_verificada,True,False,False
1060747,5840515.0,solo_sin_licencia,vivienda_uso_turistico,True,inactivo,False,sin_actividad,Sants-Montjuïc,el Poble Sec,Entire home/apt,Entire home,5.0,3.0,28.0,True,False,HUTB-123456,HUTB-123456,11,False,,,,,1.188,0,0,Barcelona - Regional registration number<br />HUTB-123456,licencia_no_encontrada,True,False,False
1070322,5888954.0,solo_sin_licencia,sin_declarar,False,activo,False,no_es_cesion_entera,Gràcia,la Vila de Gràcia,Private room,Private room in condo,3.0,,31.0,True,True,Exempt - seasonal rental,anuncio:1070322,1,False,28.23,9.41,7.92,€,1.188,23,294,Spain - National registration number<br />ESHFNT00000805700032258000100000000000000000000000007<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,True
1078049,14580203.0,solo_con_licencia,hotel,False,activo,False,regimen_no_vut,Eixample,l'Antiga Esquerra de l'Eixample,Hotel room,Room in serviced apartment,4.0,2.0,1.0,True,False,HB-005762,anuncio:1078049,1,False,205.0,51.25,43.14,€€,1.188,32,165,Barcelona - Regional registration number<br />HB-005762<br /><br />Spain - National registration number<br />ESFCTU000008056000047592000000000000000000HUTB0057621,licencia_otro_regimen,False,False,True
