id,host_id,host_perfil,neighbourhood_group,neighbourhood,room_type,property_type,accommodates,bedrooms,minimum_nights,uso_turistico,borde_31_noches,licencia_regional,vivienda_id,anuncios_de_la_vivienda,es_repeticion,precio_anuncio,precio_por_plaza,precio_plaza_anual,banda_plaza,factor_temporada,number_of_reviews_ltm,availability_365,license,situacion,sujeto_a_vut,sin_licencia,actividad_reciente
54365336,434205774.0,,Eixample,la Dreta de l'Eixample,Private room,Private room in rental unit,1.0,,32.0,False,False,Exempt - seasonal rental,anuncio:54365336,1,False,61.02,61.02,51.36,€€,1.188,4,170,Spain - National registration number<br />ESHFNT00000805400027948700100000000000000000000000001<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,True
54367008,441187279.0,solo_con_licencia,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,Entire rental unit,4.0,2.0,2.0,True,False,HUTB-007946,HUTB-007946,1,False,326.0,81.5,68.6,€€,1.188,49,30,Barcelona - Regional registration number<br />HUTB-007946<br /><br />Spain - National registration number<br />ESFCTU00000805600085584500000000000000000HUTB-0079453,licencia_verificada,True,False,True
54382898,223478478.0,sin_anuncios_turisticos,Eixample,Sant Antoni,Private room,Private room in hostel,5.0,1.0,1.0,True,False,AJ000622,anuncio:54382898,1,False,183.0,36.6,30.81,€,1.188,77,285,Barcelona - Regional registration number<br />AJ000622<br /><br />Spain - National registration number<br />Exempt - hostel,licencia_otro_regimen,False,False,True
54389914,227962845.0,solo_con_licencia,Ciutat Vella,el Raval,Entire home/apt,Entire rental unit,2.0,2.0,32.0,False,False,Exempt - seasonal rental,anuncio:54389914,1,False,62.73,31.36,26.39,€,1.188,2,226,Spain - National registration number<br />ESHFNT00000805600015250000500000000000000000000000005<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,True
514557338639463011,247176629.0,solo_con_licencia,Eixample,Sant Antoni,Entire home/apt,Entire rental unit,5.0,3.0,2.0,True,False,HUTB-001955,HUTB-001955,1,False,309.5,61.9,52.1,€€,1.188,17,269,Barcelona - Regional registration number<br />HUTB-001955<br /><br />Spain - National registration number<br />ESFCTU00000806900002187500000000000000000HUTB-0019550,licencia_verificada,True,False,True
519350401590555033,247176629.0,solo_con_licencia,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,Entire vacation home,4.0,2.0,2.0,True,False,HUTB-008817,HUTB-008817,1,False,537.5,134.38,113.1,€€€,1.188,7,229,Barcelona - Regional registration number<br />HUTB-008817<br /><br />Spain - National registration number<br />ESFCTU00000805600096374800000000000000000HUTB-0088174,licencia_verificada,True,False,True
535507936337070255,12006146.0,solo_con_licencia,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,4.0,1.0,1.0,True,False,HUTB-002254,HUTB-002254,1,False,329.8,82.45,69.4,€€,1.188,42,260,Barcelona - Regional registration number<br />HUTB-002254<br /><br />Spain - National registration number<br />ESFCTU00000805400048810000000000000000000HUTB-0022545,licencia_verificada,True,False,True
538176798724834236,346367515.0,solo_sin_licencia,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,5.0,3.0,31.0,True,True,Exempt - seasonal rental,anuncio:538176798724834236,1,False,180.16,36.03,30.33,€,1.188,0,289,Spain - National registration number<br />ESFCNT00000805700048983200000000000000000000000000003<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,True,False,False
542498295452333411,346367515.0,solo_sin_licencia,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,5.0,3.0,31.0,True,True,,anuncio:542498295452333411,1,False,134.3,26.86,22.61,€,1.188,0,296,Spain - National registration number<br />ESFCNT00000805600059603800000000000000000000000000009,sin_declarar,True,False,False
542506336016497317,346367515.0,solo_sin_licencia,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,Entire rental unit,6.0,3.0,31.0,True,True,,anuncio:542506336016497317,1,False,166.37,27.73,23.34,€,1.188,0,291,Spain - National registration number<br />ESFCNT00000805600062269000000000000000000000000000003,sin_declarar,True,False,False
542511540935761122,346367515.0,solo_sin_licencia,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,4.0,2.0,31.0,True,True,,anuncio:542511540935761122,1,False,197.43,49.36,41.54,€€,1.188,0,231,Spain - National registration number<br />ESFCNT00000805600015013100000000000000000000000000009,sin_declarar,True,False,False
543941279800161985,61360206.0,mixto,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,8.0,4.0,2.0,True,False,HUTB-387847,HUTB-387847,3,True,1426.5,178.31,150.08,€€€€,1.188,0,160,Barcelona - Regional registration number<br />HUTB-387847,licencia_no_encontrada,True,False,False
543970213522685503,61360206.0,mixto,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,4.0,2.0,1.0,True,False,HUTB-003877,HUTB-003877,3,True,503.26,125.82,105.9,€€€,1.188,3,316,Barcelona - Regional registration number<br />HUTB-003877,licencia_verificada,True,False,True
543977166959744024,61360206.0,mixto,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,4.0,2.0,1.0,True,False,HUTB-003878,HUTB-003878,2,True,504.55,126.14,106.17,€€€,1.188,11,319,Barcelona - Regional registration number<br />HUTB-003878,licencia_verificada,True,False,True
544754568153528259,346367515.0,solo_sin_licencia,Eixample,el Fort Pienc,Entire home/apt,Entire rental unit,4.0,2.0,31.0,True,True,,anuncio:544754568153528259,1,False,116.79,29.2,24.58,€,1.188,2,300,Spain - National registration number<br />ESFCNT00A00805400041947000000000000000000000000000000,sin_declarar,True,True,True
545318722316219169,264905862.0,solo_sin_licencia,Ciutat Vella,el Raval,Private room,Private room in rental unit,1.0,4.0,32.0,False,False,,anuncio:545318722316219169,1,False,,,,,1.188,1,64,,sin_declarar,False,False,True
545325416607625117,264905862.0,solo_sin_licencia,Ciutat Vella,el Raval,Private room,Private room in rental unit,1.0,,30.0,True,False,,anuncio:545325416607625117,1,False,,,,,1.188,3,1,,sin_declarar,False,False,True
545328438759602655,264905862.0,solo_sin_licencia,Ciutat Vella,el Raval,Private room,Private room in rental unit,1.0,4.0,32.0,False,False,,anuncio:545328438759602655,1,False,25.86,25.86,21.77,€,1.188,1,37,,sin_declarar,False,False,False
545330331779493623,264905862.0,solo_sin_licencia,Ciutat Vella,el Raval,Private room,Private room in rental unit,1.0,4.0,32.0,False,False,,anuncio:545330331779493623,1,False,,,,,1.188,2,11,,sin_declarar,False,False,False
546825561202235212,1744516.0,solo_con_licencia,Eixample,la Sagrada Família,Entire home/apt,Entire rental unit,2.0,1.0,1.0,True,False,HUTB-010466,HUTB-010466,1,False,198.33,99.16,83.46,€€€,1.188,9,97,Spain - National registration number<br />ESFCTU00000807300092814000000000000000HUTB-010466-015<br /><br />Barcelona - Regional registration number<br />HUTB-010466,licencia_verificada,True,False,True
546851150059449987,1744516.0,solo_con_licencia,Gràcia,la Vila de Gràcia,Entire home/apt,Entire rental unit,3.0,2.0,1.0,True,False,HUTB-000223,HUTB-000223,1,False,231.67,77.22,64.99,€€,1.188,41,97,Spain - National registration number<br />ESFCTU00000806600014220300000000000000HUTB-000223-655<br /><br />Barcelona - Regional registration number<br />HUTB-000223,licencia_verificada,True,False,True
546918030066186092,441889600.0,solo_con_licencia,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,3.0,2.0,1.0,True,False,HUTB-010935,HUTB-010935,1,False,373.0,124.33,104.64,€€€,1.188,1,152,Spain - National registration number<br />ESFCTU00000806600001582800000000000000000HUTB-0109358<br /><br />Barcelona - Regional registration number<br />HUTB-010935,licencia_verificada,True,False,False
546920311207296194,441889600.0,solo_con_licencia,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,2.0,1.0,1.0,True,False,HUTB-005869,HUTB-005869,1,False,201.4,100.7,84.76,€€€,1.188,19,158,Spain - National registration number<br />ESFCTU00000806600001582800000000000000000HUTB-0058694<br /><br />Barcelona - Regional registration number<br />HUTB-005869,licencia_verificada,True,False,True
546926327324184389,441889600.0,solo_con_licencia,Gràcia,la Vila de Gràcia,Entire home/apt,Entire rental unit,2.0,1.0,1.0,True,False,HUTB-005870,HUTB-005870,1,False,195.0,97.5,82.06,€€€,1.188,20,117,Spain - National registration number<br />ESFCTU00000806600001582800000000000000000HUTB-0058700<br /><br />Barcelona - Regional registration number<br />HUTB-005870,licencia_verificada,True,False,True
546926799730785062,441889600.0,solo_con_licencia,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,5.0,2.0,1.0,True,False,HUTB-008410,HUTB-008410,1,False,279.0,55.8,46.97,€€,1.188,0,138,Spain - National registration number<br />ESFCTU00000806600001582800000000000000000HUTB-0084105<br /><br />Barcelona - Regional registration number<br />HUTB-008410,licencia_verificada,True,False,False
548198463113084082,148946579.0,solo_sin_licencia,Ciutat Vella,el Raval,Entire home/apt,Entire rental unit,2.0,1.0,31.0,True,True,Exempt - seasonal rental,anuncio:548198463113084082,1,False,58.55,29.28,24.64,€,1.188,1,176,Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,True,False,False
548261568232919218,123413775.0,mixto,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,3.0,1.0,1.0,True,False,HUTB-062262,HUTB-062262,1,False,485.0,161.67,136.07,€€€€,1.188,0,5,Spain - National registration number<br />ESFCTU000008054000502912000000000000000HUTB062262-783<br /><br />Barcelona - Regional registration number<br />HUTB-062262,licencia_verificada,True,False,False
548469080044253550,346367515.0,solo_sin_licencia,Gràcia,la Vila de Gràcia,Entire home/apt,Entire rental unit,3.0,2.0,31.0,True,True,,anuncio:548469080044253550,1,False,166.26,55.42,46.65,€€,1.188,0,262,Spain - National registration number<br />ESHFNT00000805700052514100200000000000000000000000004,sin_declarar,True,False,False
548480666632824464,346367515.0,solo_sin_licencia,Gràcia,la Vila de Gràcia,Entire home/apt,Entire rental unit,4.0,2.0,31.0,True,True,,anuncio:548480666632824464,1,False,150.5,37.62,31.66,€,1.188,0,286,Spain - National registration number<br />ESHFNT00000805700052514100300000000000000000000000003,sin_declarar,True,False,False
548581594920719339,433523272.0,solo_con_licencia,Sants-Montjuïc,Sants,Entire home/apt,Entire serviced apartment,8.0,3.0,1.0,True,False,HUTB-001847,HUTB-001847,1,False,204.0,25.5,21.46,€,1.188,21,100,Spain - National registration number<br />ESFCTU000008065000637776400000000000000HUTB-001847-02<br /><br />Barcelona - Regional registration number<br />HUTB-001847,licencia_verificada,True,False,True
548597790445758673,433523272.0,solo_con_licencia,Sants-Montjuïc,Sants,Entire home/apt,Entire serviced apartment,8.0,3.0,1.0,True,False,HUTB-001850,HUTB-001850,1,False,282.0,35.25,29.67,€,1.188,44,154,Spain - National registration number<br />ESFCTU00000806500063779500000000000000HUTB-001850-221<br /><br />Barcelona - Regional registration number<br />HUTB-001850,licencia_verificada,True,False,True
548966864911442199,346367515.0,solo_sin_licencia,Gràcia,la Vila de Gràcia,Entire home/apt,Entire rental unit,3.0,2.0,31.0,True,True,,anuncio:548966864911442199,1,False,130.63,43.54,36.65,€,1.188,2,224,Spain - National registration number<br />ESHFNT00000805700052514100400000000000000000000000002,sin_declarar,True,True,True
548971357880414886,346367515.0,solo_sin_licencia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,Entire rental unit,6.0,3.0,31.0,True,True,,anuncio:548971357880414886,1,False,,,,,1.188,0,0,Spain - National registration number<br />ESFCNTCBB20805400041947000000000000000000000000000004,sin_declarar,True,False,False
549900526411228507,346367515.0,solo_sin_licencia,Gràcia,la Vila de Gràcia,Entire home/apt,Entire rental unit,3.0,2.0,31.0,True,True,,anuncio:549900526411228507,1,False,185.54,61.85,52.06,€€,1.188,0,273,Spain - National registration number<br />ESHFNT00000805700052514100600000000000000000000000000,sin_declarar,True,False,False
550573263465296490,168078442.0,solo_con_licencia,Gràcia,el Camp d'en Grassot i Gràcia Nova,Entire home/apt,Entire rental unit,8.0,4.0,2.0,True,False,HUTB-011624,HUTB-011624,1,False,468.0,58.5,49.24,€€,1.188,45,311,Barcelona - Regional registration number<br />HUTB-011624<br /><br />Spain - National registration number<br />ESFCTU00000805800056058300000000000000HUTB-011624-553,licencia_verificada,True,False,True
550594685374783893,29555241.0,sin_anuncios_turisticos,Sant Martí,el Clot,Private room,Private room in condo,1.0,,31.0,True,True,Exempt - seasonal rental,anuncio:550594685374783893,1,False,83.38,83.38,70.18,€€€,1.188,2,365,Spain - National registration number<br />Exempt - tourist apartment<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,True
550814445416251511,7260546.0,solo_con_licencia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,Entire rental unit,3.0,1.0,31.0,True,True,Exempt - seasonal rental,anuncio:550814445416251511,1,False,112.78,37.59,31.64,€,1.188,8,288,Spain - National registration number<br />ESFCNT00000805400004541900000000000000000000000000009<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,True,False,True
551351199711920138,22076771.0,sin_anuncios_turisticos,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,Entire rental unit,2.0,1.0,31.0,True,True,Exempt - seasonal rental,anuncio:551351199711920138,1,False,77.0,38.5,32.4,€,1.188,2,328,Spain - National registration number<br />ESFCNT00000811900010297200000000000000000000000000009<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,True,False,False
551916298692049832,346367515.0,solo_sin_licencia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,Entire rental unit,2.0,,31.0,True,True,Exempt - seasonal rental,anuncio:551916298692049832,1,False,93.46,46.73,39.33,€,1.188,2,316,Spain - National registration number<br />ESFCNT00000805400056146900000000000000000000000000007<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,True,False,False
552027942143976251,442935568.0,sin_anuncios_turisticos,Sants-Montjuïc,el Poble Sec,Entire home/apt,Entire condo,4.0,2.0,31.0,True,True,Exempt - seasonal rental,anuncio:552027942143976251,1,False,106.0,26.5,22.3,€,1.188,3,310,Spain - National registration number<br />ESFCNT00000806900081415600000000000000000000000000007<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,True,False,True
552049674598327132,442941739.0,,Ciutat Vella,el Barri Gòtic,Entire home/apt,Entire rental unit,2.0,1.0,32.0,False,False,Exempt - seasonal rental,anuncio:552049674598327132,1,False,79.88,39.94,33.62,€,1.188,5,172,Spain - National registration number<br />ESFCNT00000811900024104600000000000000000000000000005<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,True
552097215272240655,346367515.0,solo_sin_licencia,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,Entire rental unit,4.0,2.0,31.0,True,True,Exempt - seasonal rental,anuncio:552097215272240655,1,False,112.65,28.16,23.7,€,1.188,1,46,Spain - National registration number<br />ESFCNT00000806000074531000000000000000000000000000003<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,True,False,False
552598074343238840,16163864.0,solo_sin_licencia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,Entire loft,3.0,1.0,1.0,True,False,HUTB-002377,HUTB-002377,1,False,320.0,106.67,89.78,€€€,1.188,22,124,Spain - National registration number<br />ESFCTU00000811900017160200000000000000HUTB-013606-238<br /><br />Barcelona - Regional registration number<br />HUTB-002377,licencia_no_encontrada,True,True,True
553268773486910903,47171261.0,mixto,Gràcia,la Vila de Gràcia,Entire home/apt,Entire serviced apartment,3.0,2.0,32.0,False,False,Exempt - seasonal rental,anuncio:553268773486910903,1,False,96.37,32.12,27.03,€,1.188,1,78,Spain - National registration number<br />ESFCNT00000805700037370400000000000000000000000000003<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,False
553341611108440898,272408891.0,mixto,Ciutat Vella,el Raval,Entire home/apt,Entire rental unit,6.0,3.0,1.0,True,False,HUTB-050005,HUTB-050005,1,False,310.0,51.67,43.49,€€,1.188,39,307,Barcelona - Regional registration number<br />HUTB-050005<br /><br />Spain - National registration number<br />ESFCTUS0C108056000275933000000000000000000HUTB0008996,licencia_verificada,True,False,True
553346272844853389,272408891.0,mixto,Ciutat Vella,el Raval,Entire home/apt,Entire rental unit,4.0,2.0,1.0,True,False,HUTB-001630,HUTB-001630,1,False,289.0,72.25,60.81,€€,1.188,22,326,Barcelona - Regional registration number<br />HUTB-001630<br /><br />Spain - National registration number<br />ESFCTUS0C108056000275933000000000000000000HUTB0008996,licencia_no_encontrada,True,False,True
553350753638796891,272408891.0,mixto,Ciutat Vella,el Raval,Entire home/apt,Entire rental unit,6.0,3.0,1.0,True,False,HUTB-000899,HUTB-000899,1,False,233.5,38.92,32.76,€,1.188,37,314,Barcelona - Regional registration number<br />HUTB-000899<br /><br />Spain - National registration number<br />ESFCTUS0C108056000275933000000000000000000HUTB0008996,licencia_verificada,True,False,True
553353097003134605,272408891.0,mixto,Ciutat Vella,el Raval,Entire home/apt,Entire rental unit,4.0,2.0,1.0,True,False,HUTB-000900,HUTB-000900,1,False,390.0,97.5,82.06,€€€,1.188,27,314,Barcelona - Regional registration number<br />HUTB-000900<br /><br />Spain - National registration number<br />ESFCTUS0D10805600027593300000000000000HUTB-000901-939,licencia_verificada,True,False,True
553355396300673047,272408891.0,mixto,Ciutat Vella,el Raval,Entire home/apt,Entire rental unit,4.0,2.0,1.0,True,False,HUTB-000904,HUTB-000904,1,False,248.0,62.0,52.18,€€,1.188,38,334,Barcelona - Regional registration number<br />HUTB-000904<br /><br />Spain - National registration number<br />ESFCTUS0E10805600027593300000000000000HUTB-000903-028,licencia_verificada,True,False,True
553357659390116241,272408891.0,mixto,Eixample,el Fort Pienc,Entire home/apt,Entire rental unit,5.0,3.0,1.0,True,False,HUTB-012682,HUTB-012682,2,False,269.0,53.8,45.28,€€,1.188,40,311,Spain - National registration number<br />ESFCTU00000807200071739600000000000000HUTB-005198-455<br /><br />Barcelona - Regional registration number<br />HUTB-012682,licencia_verificada,True,False,True
553359474458395027,272408891.0,mixto,Eixample,el Fort Pienc,Entire home/apt,Entire rental unit,5.0,3.0,1.0,True,False,HUTB-012680,HUTB-012680,1,False,316.0,63.2,53.19,€€,1.188,38,319,Spain - National registration number<br />ESFCTU00B308072000717396000000000000000HUTB012680-813<br /><br />Barcelona - Regional registration number<br />HUTB-012680,licencia_verificada,True,False,True
553360156158753219,443218453.0,solo_sin_licencia,Sants-Montjuïc,el Poble Sec,Entire home/apt,Entire rental unit,3.0,2.0,31.0,True,True,Exempt - seasonal rental,anuncio:553360156158753219,1,False,61.5,20.5,17.25,€,1.188,1,329,Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,True,False,True
553361463277544898,272408891.0,mixto,Eixample,el Fort Pienc,Entire home/apt,Entire rental unit,5.0,2.0,32.0,False,False,Exempt - seasonal rental,anuncio:553361463277544898,1,False,127.2,25.44,21.41,€,1.188,3,185,Spain - National registration number<br />ESFCNT00B20807200071739600000000000000000000000000001<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,True
553365500546586124,443218453.0,solo_sin_licencia,Sants-Montjuïc,el Poble Sec,Entire home/apt,Entire rental unit,2.0,1.0,31.0,True,True,,anuncio:553365500546586124,1,False,75.48,37.74,31.76,€,1.188,0,334,,sin_declarar,True,False,False
553502447113633665,46914366.0,sin_anuncios_turisticos,Sants-Montjuïc,el Poble Sec,Private room,Private room in hostel,2.0,1.0,1.0,True,False,AJ000486,anuncio:553502447113633665,1,False,163.0,81.5,68.6,€€,1.188,10,314,Barcelona - Regional registration number<br />AJ000486<br /><br />Spain - National registration number<br />Exempt - hostel,licencia_otro_regimen,False,False,True
553528730925300913,46914366.0,sin_anuncios_turisticos,Sants-Montjuïc,el Poble Sec,Private room,Private room in hostel,3.0,1.0,1.0,True,False,AJ000486,anuncio:553528730925300913,1,False,170.0,56.67,47.7,€€,1.188,55,303,Barcelona - Regional registration number<br />AJ000486<br /><br />Spain - National registration number<br />Exempt - hostel,licencia_otro_regimen,False,False,True
554092613926954008,14002195.0,solo_con_licencia,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire serviced apartment,2.0,1.0,1.0,True,False,HUTB-009662,HUTB-009662,1,False,335.5,167.75,141.19,€€€€,1.188,1,190,Spain - National registration number<br />ESFCTU00000805600028228300000000000000000000000000004<br /><br />Barcelona - Regional registration number<br />HUTB-009662,licencia_verificada,True,False,True
554172251497712287,247176629.0,solo_con_licencia,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,Entire rental unit,3.0,4.0,2.0,True,False,HUTB-004913,HUTB-004913,1,False,341.33,113.78,95.76,€€€,1.188,22,227,Barcelona - Regional registration number<br />HUTB-004913<br /><br />Spain - National registration number<br />ESFCTU00000806700013199000000000000000000HUTB-0049135,licencia_verificada,True,False,True
554187529064079667,46914366.0,sin_anuncios_turisticos,Sants-Montjuïc,el Poble Sec,Private room,Private room in hostel,3.0,1.0,1.0,True,False,AJ000486,anuncio:554187529064079667,1,False,129.0,43.0,36.19,€,1.188,37,292,Barcelona - Regional registration number<br />AJ000486<br /><br />Spain - National registration number<br />Exempt - hostel,licencia_otro_regimen,False,False,True
554221166013479872,46914366.0,sin_anuncios_turisticos,Sants-Montjuïc,el Poble Sec,Private room,Private room in hostel,2.0,1.0,1.0,True,False,AJ000486,anuncio:554221166013479872,1,False,101.0,50.5,42.5,€€,1.188,3,290,Barcelona - Regional registration number<br />AJ000486<br /><br />Spain - National registration number<br />Exempt - hostel,licencia_otro_regimen,False,False,True
554261268550964592,19150551.0,solo_sin_licencia,Sants-Montjuïc,el Poble Sec,Entire home/apt,Entire rental unit,4.0,3.0,1.0,True,False,HUTB-416603,HUTB-416603,1,False,224.24,56.06,47.18,€€,1.188,59,134,Barcelona - Regional registration number<br />HUTB-416603<br /><br />Spain - National registration number<br />ESFCTU00000806900006740800000000000000000000000000008,licencia_no_encontrada,True,True,True
554279825290209805,436871579.0,sin_anuncios_turisticos,Sants-Montjuïc,Hostafrancs,Private room,Private room in hostel,2.0,1.0,1.0,True,False,HB-004191,anuncio:554279825290209805,1,False,100.0,50.0,42.08,€€,1.188,17,131,Barcelona - Regional registration number<br />HB-004191<br /><br />Spain - National registration number<br />Exempt - hostel,licencia_otro_regimen,False,False,True
554286020875275869,436871579.0,sin_anuncios_turisticos,Sants-Montjuïc,Hostafrancs,Private room,Private room in hostel,1.0,1.0,1.0,True,False,HB-004191,anuncio:554286020875275869,1,False,80.0,80.0,67.33,€€,1.188,24,175,Barcelona - Regional registration number<br />HB-004191,licencia_otro_regimen,False,False,True
554835227476412257,21873399.0,solo_sin_licencia,Ciutat Vella,el Raval,Entire home/apt,Entire rental unit,4.0,2.0,32.0,False,False,,anuncio:554835227476412257,1,False,113.88,28.47,23.96,€,1.188,0,335,,sin_declarar,False,False,False
554918816305355772,86278272.0,solo_con_licencia,Eixample,el Fort Pienc,Entire home/apt,Entire rental unit,7.0,4.0,1.0,True,False,HUTB-003753,HUTB-003753,1,False,349.0,49.86,41.97,€€,1.188,25,200,Barcelona - Regional registration number<br />HUTB-003753<br /><br />Spain - National registration number<br />ESFCTU000008073000052610000000000000000000HUTB3753740,licencia_verificada,True,False,True
555027946686169622,3615168.0,mixto,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,3.0,2.0,3.0,True,False,HUTB-076365,HUTB-076365,1,False,323.33,107.78,90.71,€€€,1.188,3,6,Spain - National registration number<br />ESHFTU00000805400043229500600000000000000HUTB-0763650<br /><br />Barcelona - Regional registration number<br />HUTB-076365,licencia_verificada,True,False,True
556916260610755334,272408891.0,mixto,Ciutat Vella,el Raval,Entire home/apt,Entire rental unit,6.0,3.0,1.0,True,False,HUTB-000905,HUTB-000905,1,False,252.0,42.0,35.35,€,1.188,36,324,Barcelona - Regional registration number<br />HUTB-000905<br /><br />Spain - National registration number<br />ESFCTUS0C108056000275933000000000000000000HUTB0008996,licencia_verificada,True,False,True
556917079265077014,272408891.0,mixto,Ciutat Vella,el Raval,Entire home/apt,Entire rental unit,4.0,2.0,1.0,True,False,HUTB-000906,HUTB-000906,1,False,376.0,94.0,79.12,€€€,1.188,31,327,Barcelona - Regional registration number<br />HUTB-000906<br /><br />Spain - National registration number<br />ESFCTUS0C108056000275933000000000000000000HUTB0008996,licencia_verificada,True,False,True
556921892077822006,272408891.0,mixto,Ciutat Vella,el Raval,Entire home/apt,Entire rental unit,6.0,3.0,1.0,True,False,HUTB-000901,HUTB-000901,1,False,336.0,56.0,47.13,€€,1.188,50,307,Barcelona - Regional registration number<br />HUTB-000901<br /><br />Spain - National registration number<br />ESFCTUS0D10805600027593300000000000000HUTB-000901-939,licencia_verificada,True,False,True
556924572581866080,272408891.0,mixto,Ciutat Vella,el Raval,Entire home/apt,Entire rental unit,4.0,2.0,1.0,True,False,HUTB-000902,HUTB-000902,1,False,374.33,93.58,78.76,€€€,1.188,46,323,Barcelona - Regional registration number<br />HUTB-000902<br /><br />Spain - National registration number<br />ESFCTUS0D10805600027593300000000000000HUTB-000901-939,licencia_verificada,True,False,True
556926516017072024,272408891.0,mixto,Ciutat Vella,el Raval,Entire home/apt,Entire rental unit,6.0,3.0,1.0,True,False,HUTB-000903,HUTB-000903,1,False,268.0,44.67,37.6,€,1.188,39,298,Barcelona - Regional registration number<br />HUTB-000903<br /><br />Spain - National registration number<br />ESFCTUS0E10805600027593300000000000000HUTB-000903-028,licencia_verificada,True,False,True
556929432501125876,158023606.0,mixto,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,Entire rental unit,5.0,3.0,2.0,True,False,HUTB-004571,HUTB-004571,1,False,235.0,47.0,39.56,€,1.188,37,328,Barcelona - Regional registration number<br />HUTB-004571<br /><br />Spain - National registration number<br />ESHFTU00000806600001694800500000000000000HUTB-0045715,licencia_verificada,True,False,True
556929453662740146,272408891.0,mixto,Eixample,el Fort Pienc,Entire home/apt,Entire rental unit,5.0,2.0,32.0,False,False,Exempt - seasonal rental,anuncio:556929453662740146,1,False,105.14,21.03,17.7,€,1.188,1,280,Spain - National registration number<br />ESFCNT00Z10807200071739600000000000000000000000000000<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,True
556932528829598159,272408891.0,mixto,Eixample,el Fort Pienc,Entire home/apt,Entire rental unit,5.0,3.0,1.0,True,False,HUTB-012682,HUTB-012682,2,True,303.0,60.6,51.01,€€,1.188,35,309,Spain - National registration number<br />ESFCTU00Z308072000717396000000000000000HUTB012682-831<br /><br />Barcelona - Regional registration number<br />HUTB-012682,licencia_verificada,True,False,True
556934509064237180,272408891.0,mixto,Eixample,el Fort Pienc,Entire home/apt,Entire rental unit,7.0,3.0,1.0,True,False,HUTB-005197,HUTB-005197,1,False,302.0,43.14,36.31,€,1.188,52,308,Spain - National registration number<br />ESFCTU00B408072000717396000000000000000HUTB-005197-34<br /><br />Barcelona - Regional registration number<br />HUTB-005197,licencia_verificada,True,False,True
556939016731609866,272408891.0,mixto,Eixample,el Fort Pienc,Entire home/apt,Entire rental unit,4.0,2.0,1.0,True,False,HUTB-012681,HUTB-012681,1,False,275.0,68.75,57.86,€€,1.188,40,334,Spain - National registration number<br />ESFCTU00Y008072000717396000000000000000HUTB012681-849<br /><br />Barcelona - Regional registration number<br />HUTB-012681,licencia_verificada,True,False,True
